Data,Hora,Temperatura,Orvalho,Max,Min,O_max,O_min,U_max,U_min,Umidade
20130922,0,20.7,16.4,28.0,20.7,16.6,13.7,76.0,41.0,76.0
20130922,100,20.7,16.3,20.8,20.3,16.6,16.3,78.0,76.0,76.0
20130922,200,20.7,16.6,20.8,20.6,16.6,16.3,77.0,76.0,77.0
20130922,300,20.8,16.5,20.8,20.7,16.7,16.4,78.0,76.0,76.0
20130922,400,20.2,16.1,20.9,20.2,16.4,16.0,77.0,75.0,77.0
20130922,500,19.6,16.4,20.2,19.5,16.4,15.9,82.0,77.0,82.0
20130922,600,19.1,16.3,19.6,19.1,16.4,16.2,84.0,82.0,84.0
20130922,700,19.3,16.4,19.3,18.9,16.4,16.1,85.0,83.0,83.0
20130922,800,19.1,16.4,19.3,19.1,16.4,16.3,84.0,83.0,84.0
20130922,900,18.9,16.7,19.2,18.9,16.7,16.3,87.0,84.0,87.0
20130922,1000,18.8,16.9,19.0,18.7,16.9,16.6,89.0,87.0,89.0
20130922,1100,19.1,17.2,19.1,18.7,17.5,16.9,91.0,89.0,89.0
20130922,1200,19.4,17.2,19.4,19.0,17.4,17.1,89.0,87.0,87.0
20130922,1300,20.8,17.7,20.8,19.3,18.0,17.1,88.0,82.0,82.0
20130922,1400,20.9,17.0,21.1,20.2,17.6,16.9,83.0,79.0,79.0
20130922,1500,22.2,17.6,22.3,20.8,17.9,16.9,79.0,75.0,75.0
20130922,1600,22.6,18.2,23.0,22.1,18.2,16.8,76.0,70.0,76.0
20130922,1700,21.4,18.7,23.3,20.9,18.7,17.8,86.0,73.0,85.0
20130922,1800,23.5,19.0,23.5,21.4,19.6,18.8,87.0,75.0,76.0
20130922,1900,23.1,18.8,24.2,23.0,19.6,18.4,78.0,71.0,77.0
20130922,2000,20.1,18.1,23.2,20.1,18.9,18.0,88.0,76.0,88.0
20130922,2100,19.4,17.9,20.1,19.3,18.1,17.7,91.0,88.0,91.0
20130922,2200,18.6,17.1,19.4,18.6,17.9,17.0,91.0,90.0,91.0
20130922,2300,17.7,16.2,18.7,17.6,17.2,16.2,92.0,90.0,91.0
20130923,0,17.5,15.9,17.7,17.4,16.3,15.8,92.0,90.0,91.0
20130923,100,16.9,15.5,17.5,16.9,15.9,15.4,92.0,90.0,91.0
20130923,200,16.2,15.7,17.0,16.1,15.7,15.3,96.0,91.0,96.0
20130923,300,16.3,15.6,16.5,16.2,15.9,15.5,96.0,96.0,96.0
20130923,400,16.2,15.4,16.5,16.2,15.7,15.4,96.0,95.0,95.0
20130923,500,16.2,15.3,16.3,16.1,15.5,15.3,95.0,95.0,95.0
20130923,600,15.4,14.8,16.2,15.2,15.4,14.6,96.0,94.0,96.0
20130923,700,15.9,15.2,15.9,15.4,15.3,14.8,96.0,96.0,96.0
20130923,800,15.7,15.0,16.0,15.5,15.3,14.8,96.0,95.0,96.0
20130923,900,16.1,15.4,16.1,15.7,15.4,15.0,96.0,96.0,96.0
20130923,1000,16.3,15.6,16.3,15.9,15.6,15.2,96.0,96.0,96.0
20130923,1100,17.6,16.6,17.6,16.3,16.8,15.6,96.0,94.0,94.0
20130923,1200,20.1,17.6,20.1,17.5,17.9,16.4,94.0,86.0,86.0
20130923,1300,21.1,16.7,21.6,20.0,17.7,16.3,86.0,75.0,76.0
20130923,1400,24.1,17.6,24.1,21.1,18.2,16.7,79.0,67.0,67.0
20130923,1500,24.0,14.6,24.8,23.5,18.0,14.3,67.0,55.0,56.0
20130923,1600,24.5,15.4,24.7,23.6,15.6,13.4,58.0,52.0,57.0
20130923,1700,24.7,13.0,25.4,24.4,15.5,12.6,57.0,46.0,48.0
20130923,1800,22.1,16.8,24.7,22.1,17.1,12.6,72.0,47.0,72.0
20130923,1900,20.8,16.6,22.3,20.8,17.2,16.6,77.0,72.0,77.0
20130923,2000,17.5,16.4,20.8,17.5,16.8,16.3,94.0,77.0,94.0
20130923,2100,17.4,16.1,17.5,17.2,16.5,16.1,94.0,92.0,92.0
20130923,2200,17.5,15.8,17.5,17.3,16.1,15.8,92.0,90.0,90.0
20130923,2300,17.5,15.6,17.7,17.4,15.9,15.6,90.0,88.0,89.0
20130924,0,17.8,15.7,17.8,17.5,15.8,15.6,89.0,88.0,88.0
20130924,100,16.8,14.9,17.8,16.8,15.7,14.8,88.0,87.0,88.0
20130924,200,16.1,15.3,16.8,16.0,15.3,14.6,95.0,88.0,95.0
20130924,300,16.5,15.8,16.5,16.1,15.8,15.4,96.0,95.0,96.0
20130924,400,16.6,15.9,16.6,16.4,15.9,15.7,96.0,96.0,96.0
20130924,500,16.9,16.1,16.9,16.6,16.1,15.9,96.0,95.0,95.0
20130924,600,16.9,16.1,17.0,16.9,16.2,16.0,95.0,95.0,95.0
20130924,700,17.0,16.2,17.0,16.9,16.2,16.0,95.0,95.0,95.0
20130924,800,17.0,16.2,17.0,16.9,16.2,16.0,95.0,95.0,95.0
20130924,900,17.1,16.3,17.1,16.9,16.3,16.2,95.0,95.0,95.0
20130924,1000,17.6,16.7,17.7,17.1,16.8,16.3,95.0,94.0,94.0
20130924,1100,17.9,16.7,18.0,17.6,16.9,16.6,94.0,93.0,93.0
20130924,1200,18.5,16.3,18.5,17.7,16.9,16.3,93.0,87.0,87.0
20130924,1300,18.6,15.4,18.9,18.5,16.4,15.4,87.0,81.0,82.0
20130924,1400,19.8,15.8,19.8,18.6,16.2,15.2,83.0,78.0,78.0
20130924,1500,19.7,15.9,20.5,19.5,16.3,15.1,79.0,74.0,78.0
20130924,1600,19.3,15.0,19.9,19.3,15.9,14.8,78.0,74.0,76.0
20130924,1700,19.3,14.4,19.5,19.1,15.1,14.3,77.0,73.0,73.0
20130924,1800,19.2,14.2,19.5,19.0,14.5,13.9,74.0,72.0,73.0
20130924,1900,18.9,14.7,19.4,18.9,14.8,14.2,77.0,73.0,77.0
20130924,2000,17.7,15.1,18.9,17.7,15.2,14.6,85.0,76.0,85.0
20130924,2100,17.2,14.9,17.7,17.1,15.5,14.8,88.0,85.0,87.0
20130924,2200,16.5,14.5,17.3,16.4,15.0,14.4,89.0,85.0,88.0
20130924,2300,16.4,13.4,16.5,16.3,14.5,13.4,88.0,82.0,82.0
20130925,0,15.7,13.2,16.4,15.4,13.9,13.1,90.0,82.0,85.0
20130925,100,15.5,12.8,15.7,15.5,13.2,12.8,85.0,84.0,84.0
20130925,200,15.3,11.7,15.5,15.3,12.8,11.6,84.0,79.0,79.0
20130925,300,14.9,11.3,15.3,14.8,11.8,11.3,80.0,79.0,79.0
20130925,400,14.6,10.6,14.9,14.6,11.3,10.6,79.0,76.0,77.0
20130925,500,12.2,9.7,14.6,12.1,10.7,9.4,85.0,77.0,85.0
20130925,600,11.4,8.0,12.2,11.3,9.7,7.7,85.0,78.0,79.0
20130925,700,11.4,7.7,11.4,11.2,8.1,7.6,80.0,78.0,78.0
20130925,800,10.9,6.7,11.4,10.9,7.7,6.7,78.0,75.0,75.0
20130925,900,10.9,3.4,11.0,10.8,6.9,3.4,76.0,60.0,60.0
20130925,1000,11.2,4.8,11.2,10.6,4.8,3.1,66.0,59.0,65.0
20130925,1100,12.7,5.4,12.8,11.2,5.4,4.5,65.0,60.0,61.0
20130925,1200,12.7,6.3,13.1,12.4,6.3,5.1,65.0,59.0,65.0
20130925,1300,13.4,6.5,13.7,12.5,7.0,5.8,66.0,62.0,63.0
20130925,1400,15.6,7.3,15.6,13.4,7.7,6.4,63.0,57.0,58.0
20130925,1500,15.3,6.9,16.0,14.9,7.5,6.2,59.0,55.0,58.0
20130925,1600,14.9,8.2,15.5,14.8,8.2,7.0,64.0,58.0,64.0
20130925,1700,14.0,8.3,15.2,14.0,8.9,7.9,69.0,63.0,69.0
20130925,1800,13.1,9.5,14.6,12.9,9.5,8.0,79.0,66.0,79.0
20130925,1900,13.4,8.7,13.6,12.8,9.7,8.7,79.0,73.0,73.0
20130925,2000,12.6,8.7,13.4,12.6,9.4,8.6,80.0,73.0,77.0
20130925,2100,19.93,14.32,20.46,19.44,14.81,13.86,75.72,70.53,73.16
20130925,2200,12.0,8.8,12.3,11.9,8.8,8.4,81.0,78.0,81.0
20130925,2300,12.1,8.6,12.3,12.0,8.9,8.5,81.0,78.0,79.0
20130926,0,11.7,9.7,12.1,11.5,9.8,8.7,88.0,79.0,87.0
20130926,100,12.1,9.4,12.1,11.7,9.8,9.3,87.0,84.0,84.0
20130926,200,11.8,8.6,12.2,11.8,9.5,8.6,84.0,81.0,81.0
20130926,300,11.9,9.1,11.9,11.7,9.2,8.6,83.0,81.0,83.0
20130926,400,12.0,9.1,12.1,11.9,9.4,9.1,84.0,82.0,82.0
20130926,500,11.2,9.4,12.1,11.2,9.4,9.1,89.0,82.0,89.0
20130926,600,11.0,10.1,11.2,11.0,10.2,9.4,94.0,89.0,94.0
20130926,700,11.4,9.8,11.4,11.0,10.4,9.8,95.0,90.0,90.0
20130926,800,11.1,8.6,11.5,11.1,9.8,8.6,90.0,84.0,84.0
20130926,900,10.5,7.9,11.2,10.5,8.6,7.9,84.0,82.0,84.0
20130926,1000,11.4,8.3,11.5,10.5,8.6,7.9,84.0,81.0,81.0
20130926,1100,13.0,7.2,13.0,11.2,8.2,7.1,81.0,68.0,68.0
20130926,1200,15.1,7.3,15.1,12.9,7.8,6.5,68.0,58.0,60.0
20130926,1300,15.6,6.2,16.0,14.7,7.7,5.7,60.0,51.0,54.0
20130926,1400,16.0,5.1,16.8,15.0,7.6,3.6,56.0,45.0,48.0
20130926,1500,17.1,5.1,17.2,15.7,5.6,4.0,49.0,43.0,45.0
20130926,1600,16.8,4.6,17.8,16.0,6.2,4.1,49.0,43.0,44.0
20130926,1700,16.9,4.5,18.2,16.4,6.1,4.0,47.0,42.0,44.0
20130926,1800,16.9,4.3,17.5,16.3,5.7,3.9,48.0,43.0,43.0
20130926,1900,16.8,5.8,17.4,16.0,6.0,4.2,49.0,43.0,48.0
20130926,2000,14.4,5.4,16.7,14.4,6.4,5.1,57.0,48.0,55.0
20130926,2100,13.6,5.8,14.9,13.6,6.3,5.3,59.0,54.0,59.0
20130926,2200,13.1,7.7,13.6,13.0,7.7,5.9,70.0,59.0,70.0
20130926,2300,12.6,7.4,13.1,12.6,7.7,6.9,72.0,68.0,71.0
20130927,0,12.3,6.4,12.6,12.3,7.6,6.2,72.0,66.0,67.0
20130927,100,11.6,6.1,12.3,11.6,6.7,6.0,72.0,67.0,69.0
20130927,200,11.4,5.8,11.6,11.4,6.1,5.7,69.0,67.0,69.0
20130927,300,11.1,6.0,11.4,11.1,6.1,5.8,72.0,68.0,71.0
20130927,400,10.6,6.4,11.1,10.5,6.4,6.0,76.0,71.0,76.0
20130927,500,10.1,6.4,10.6,10.1,6.4,6.3,78.0,75.0,78.0
20130927,600,9.8,6.8,10.1,9.8,6.8,6.4,82.0,78.0,82.0
20130927,700,19.93,14.32,20.46,19.44,14.81,13.86,75.72,70.53,73.16
20130927,800,9.4,7.5,9.5,9.4,7.7,7.5,89.0,88.0,88.0
20130927,900,9.3,7.1,9.4,9.3,7.5,7.1,88.0,86.0,86.0
20130927,1000,10.9,7.4,10.9,9.4,7.5,7.1,86.0,79.0,79.0
20130927,1100,12.9,6.0,13.0,10.9,7.6,6.0,79.0,63.0,63.0
20130927,1200,14.5,5.7,14.9,12.9,6.3,5.3,63.0,54.0,55.0
20130927,1300,16.3,5.5,16.5,14.4,6.0,5.0,57.0,48.0,49.0
20130927,1400,17.8,4.8,17.8,16.3,5.7,2.7,49.0,38.0,42.0
20130927,1500,19.4,3.1,19.7,17.6,4.9,2.4,42.0,33.0,34.0
20130927,1600,20.1,7.7,20.9,19.4,8.3,3.1,45.0,33.0,45.0
20130927,1700,19.8,8.4,20.6,19.5,9.7,7.7,51.0,45.0,48.0
20130927,1800,19.2,9.4,20.3,18.9,9.6,8.4,54.0,48.0,53.0
20130927,1900,17.1,8.7,19.1,16.9,9.7,8.6,59.0,52.0,58.0
20130927,2000,15.3,8.9,17.1,15.1,9.0,8.4,66.0,58.0,66.0
20130927,2100,14.2,9.6,15.7,14.1,9.6,8.9,74.0,65.0,74.0
20130927,2200,14.1,9.9,14.2,14.0,10.0,9.6,76.0,74.0,76.0
20130927,2300,13.6,9.5,14.2,13.5,9.9,9.5,77.0,75.0,76.0
20130928,0,12.9,8.6,13.6,12.9,9.5,8.5,76.0,73.0,75.0
20130928,100,12.8,8.7,13.0,12.6,8.9,8.4,77.0,75.0,76.0
20130928,200,13.0,9.3,13.1,12.7,9.3,8.6,78.0,76.0,78.0
20130928,300,12.8,8.7,13.1,12.8,9.3,8.6,78.0,76.0,76.0
20130928,400,12.6,8.9,12.8,12.6,8.9,8.6,78.0,76.0,78.0
20130928,500,12.6,9.7,12.6,12.4,9.7,8.9,83.0,78.0,82.0
20130928,600,12.8,9.9,12.9,12.6,10.0,9.7,83.0,82.0,82.0
20130928,700,13.0,9.9,13.1,12.8,10.0,9.9,83.0,82.0,82.0
20130928,800,12.7,9.8,13.1,12.7,9.9,9.7,83.0,81.0,82.0
20130928,900,12.9,10.0,12.9,12.7,10.0,9.8,83.0,82.0,83.0
20130928,1000,13.0,10.1,13.2,12.8,10.2,10.0,83.0,82.0,82.0
20130928,1100,13.9,10.1,14.0,13.0,10.4,9.7,83.0,78.0,78.0
20130928,1200,15.4,10.5,15.4,13.9,10.6,9.9,78.0,73.0,73.0
20130928,1300,16.7,10.3,16.9,15.1,11.1,9.9,73.0,65.0,66.0
20130928,1400,18.5,10.9,18.8,16.2,11.2,10.0,68.0,59.0,61.0
20130928,1500,20.5,11.3,20.5,18.3,11.6,10.1,61.0,54.0,55.0
20130928,1600,22.9,11.1,23.1,20.3,12.0,10.6,56.0,48.0,48.0
20130928,1700,24.6,11.8,24.6,22.3,12.4,10.6,52.0,43.0,45.0
20130928,1800,26.6,11.6,26.6,24.7,12.6,11.0,45.0,39.0,39.0
20130928,1900,26.7,10.6,27.7,26.1,12.1,10.5,41.0,35.0,37.0
20130928,2000,17.0,13.0,26.8,17.0,13.2,10.6,77.0,37.0,77.0
20130928,2100,15.4,12.3,17.0,15.4,13.1,12.2,82.0,77.0,82.0
20130928,2200,14.5,12.6,15.4,14.3,12.7,12.3,89.0,82.0,88.0
20130928,2300,14.5,12.2,14.7,14.4,12.6,12.2,88.0,86.0,86.0
20130929,0,14.3,12.1,14.6,14.3,12.2,12.0,87.0,85.0,87.0
20130929,100,14.5,12.1,14.5,14.2,12.4,12.0,88.0,86.0,86.0
20130929,200,14.5,12.0,14.6,14.4,12.1,11.9,86.0,84.0,85.0
20130929,300,14.4,12.1,14.6,14.4,12.3,12.0,86.0,85.0,86.0
20130929,400,14.6,12.6,14.7,14.4,12.6,12.1,88.0,85.0,88.0
20130929,500,14.9,12.8,14.9,14.6,12.8,12.5,88.0,87.0,88.0
20130929,600,14.6,13.4,15.0,14.6,13.5,12.8,93.0,87.0,93.0
20130929,700,14.8,13.8,14.8,14.5,13.8,13.5,94.0,93.0,94.0
20130929,800,14.9,14.0,14.9,14.8,14.1,13.8,95.0,94.0,95.0
20130929,900,14.9,14.2,14.9,14.8,14.2,13.9,95.0,95.0,95.0
20130929,1000,15.1,14.4,15.1,14.9,14.4,14.2,96.0,95.0,96.0
20130929,1100,16.0,15.2,16.0,15.1,15.4,14.4,96.0,95.0,95.0
20130929,1200,17.1,15.8,17.1,15.9,15.8,14.9,95.0,92.0,92.0
20130929,1300,18.8,15.5,18.9,17.1,16.3,15.4,92.0,81.0,81.0
20130929,1400,20.8,16.1,20.8,18.8,16.4,15.1,82.0,75.0,75.0
20130929,1500,21.4,14.9,21.4,20.4,16.0,14.7,75.0,66.0,67.0
20130929,1600,21.8,14.3,22.3,21.2,15.4,14.1,68.0,61.0,62.0
20130929,1700,21.5,14.7,22.2,21.5,15.2,14.3,66.0,62.0,65.0
20130929,1800,18.2,15.0,22.0,18.2,15.3,14.3,82.0,64.0,82.0
20130929,1900,17.3,14.7,18.2,17.3,15.0,14.6,86.0,82.0,85.0
20130929,2000,16.8,14.5,17.3,16.8,14.7,14.3,86.0,85.0,86.0
20130929,2100,16.4,14.7,16.9,16.3,14.8,14.4,90.0,86.0,90.0
20130929,2200,16.3,14.7,16.4,16.2,14.8,14.6,91.0,90.0,90.0
20130929,2300,16.1,14.8,16.3,16.1,14.8,14.5,92.0,90.0,92.0
20130930,0,16.3,14.8,16.3,16.0,15.0,14.7,92.0,91.0,91.0
20130930,100,16.4,14.6,16.4,16.3,14.9,14.6,91.0,89.0,89.0
20130930,200,15.8,14.6,16.4,15.7,14.6,14.4,93.0,89.0,93.0
20130930,300,15.8,14.9,15.8,15.6,14.9,14.6,94.0,93.0,94.0
20130930,400,15.9,15.0,15.9,15.7,15.1,14.8,95.0,94.0,94.0
20130930,500,15.9,15.0,16.0,15.9,15.1,15.0,94.0,94.0,94.0
20130930,600,15.5,14.6,16.0,15.5,15.1,14.6,95.0,94.0,95.0
20130930,700,15.6,14.8,15.6,15.5,14.8,14.6,95.0,95.0,95.0
20130930,800,15.8,15.0,15.8,15.5,15.0,14.8,95.0,95.0,95.0
20130930,900,15.7,15.0,15.9,15.7,15.1,14.9,95.0,95.0,95.0
20130930,1000,15.8,15.1,15.8,15.7,15.2,14.9,96.0,95.0,96.0
20130930,1100,16.7,15.9,16.7,15.7,15.9,15.1,96.0,95.0,95.0
20130930,1200,18.4,16.3,18.4,16.7,16.5,15.8,95.0,88.0,88.0
20130930,1300,19.6,15.9,19.6,18.0,16.6,15.3,88.0,79.0,79.0
20130930,1400,17.5,15.8,20.0,17.5,16.1,15.3,90.0,76.0,90.0
20130930,1500,17.6,16.7,17.7,17.3,16.8,15.8,94.0,90.0,94.0
20130930,1600,18.2,17.2,18.2,17.6,17.3,16.7,95.0,94.0,94.0
20130930,1700,19.2,17.5,19.3,18.1,18.0,17.1,94.0,89.0,90.0
20130930,1800,19.0,16.9,19.2,18.9,17.6,16.7,90.0,86.0,87.0
