min,max
18.2,20.8
18.7,24.0
17.7,26.1
19.1,26.1
19.7,28.9
20.4,29.0
20.1,30.4
22.0,30.2
19.85,29.9
19.85,26.4
18.8,22.1
18.7,25.3
18.9,28.1
19.0,28.7
18.6,20.9
18.3,23.9
18.7,26.5
16.7,26.3
17.4,25.1
18.2,26.2
16.7,25.4
15.7,22.6
15.6,27.3
18.2,28.1
18.0,24.1
17.5,31.3
19.4,29.8
21.5,30.4
20.5,28.0
20.0,29.8
20.2,26.3
19.6,27.4
17.9,28.7
20.0,30.1
19.7,28.6
18.3,24.8
18.4,25.0
16.8,20.0
14.9,19.4
13.7,18.2
15.9,26.1
17.3,26.2
16.7,24.4
16.9,21.0
14.3,20.2
12.9,24.3
15.6,25.9
16.3,26.7
16.3,23.3
15.5,26.3
16.5,21.8
16.7,23.5
17.4,26.0
17.9,23.8
16.2,20.4
15.4,19.9
13.5,23.7
12.8,19.1
12.7,16.4
12.7,19.85
13.4,21.1
13.4,21.6
13.8,21.6
14.1,24.1
12.3,24.0
14.4,23.3
13.9,25.0
16.7,23.4
15.3,18.0
12.9,16.1
9.8,17.4
10.3,18.3
12.9,22.0
10.9,21.0
11.1,22.0
14.0,22.1
12.2,19.4
10.2,15.9
9.6,22.7
12.5,25.1
11.3,18.1
10.6,14.6
11.6,19.85
8.8,17.5
11.2,21.3
10.5,23.5
12.7,17.9
12.4,19.5
12.5,21.5
10.9,22.6
12.7,24.4
13.6,25.3
13.7,25.9
