min,max
20.5,26.7
18.9,23.1
17.6,25.1
16.9,25.6
16.3,25.5
16.1,24.9
15.0,27.6
16.1,27.8
17.8,28.8
18.5,28.3
18.7,27.2
18.6,28.1
18.0,28.0
19.1,30.4
19.9,27.5
16.7,27.0
16.2,28.2
17.6,30.7
19.0,25.1
16.8,19.7
14.8,23.3
14.4,24.0
15.7,22.5
16.3,23.9
15.2,25.5
16.8,22.8
17.4,24.1
17.0,25.8
15.8,20.0
14.9,23.3
15.2,23.9
15.5,24.6
15.1,26.7
15.7,24.8
16.2,25.8
16.9,27.0
16.9,28.5
16.8,28.4
17.1,25.7
16.6,25.7
15.4,26.9
16.9,26.4
17.0,27.5
17.3,26.1
15.6,22.0
13.7,24.6
13.2,26.0
17.5,26.5
13.1,16.8
12.3,19.6
13.1,23.4
12.0,24.9
12.7,25.1
13.2,26.1
15.1,24.0
16.2,21.1
14.7,16.9
14.8,23.2
12.4,25.4
13.1,25.5
15.4,24.1
15.8,26.0
14.6,25.9
16.2,26.1
15.3,23.1
11.2,16.6
11.1,18.3
11.0,19.0
11.8,21.7
10.0,21.2
10.1,23.9
11.6,24.8
12.3,23.4
13.2,25.4
15.2,18.1
15.0,21.8
16.7,22.6
17.4,22.3
17.2,23.8
17.9,24.2
17.1,26.2
17.5,24.8
18.8,26.3
20.1,27.6
17.3,27.5
17.2,27.7
14.6,21.8
14.6,21.4
16.0,20.5
15.7,23.2
13.5,23.9
16.8,25.2
17.2,27.4
