min,max
17.7,24.3
15.5,24.5
16.6,26.9
16.7,26.3
17.5,28.2
19.7,26.4
17.2,25.9
17.8,24.2
18.4,25.3
16.9,24.3
16.6,24.2
16.2,23.3
16.2,22.7
16.3,24.3
16.3,26.3
18.1,29.1
18.6,30.1
19.6,25.2
19.4,22.2
20.3,26.0
19.7,26.7
20.6,28.1
21.3,29.4
17.6,24.7
17.2,19.8
16.5,22.9
17.9,27.3
17.2,28.8
18.3,22.7
16.8,21.9
14.8,22.6
16.1,27.2
18.5,24.3
16.3,21.7
16.2,20.7
15.3,26.5
17.9,28.4
18.5,23.7
14.3,19.7
13.6,15.7
13.4,18.9
15.3,21.5
15.2,23.4
16.0,23.4
15.4,24.6
14.9,25.3
15.1,21.2
14.7,22.2
16.5,22.0
14.2,24.0
14.6,25.0
17.2,22.8
16.2,21.0
13.9,23.8
13.9,26.7
19.7,24.2
15.9,23.6
15.2,21.9
15.1,20.0
16.3,18.9
15.7,20.46
19.5,22.2
20.46,20.46
16.5,20.46
13.5,22.2
15.0,21.9
15.8,26.7
16.6,28.2
18.6,23.8
18.2,21.6
15.1,24.6
17.7,20.7
16.9,24.6
17.4,20.3
12.2,20.8
13.0,23.7
13.4,28.0
17.4,22.0
17.6,22.3
17.5,27.2
17.7,26.9
15.9,22.9
11.0,18.8
9.0,21.3
12.1,21.5
13.9,17.2
14.2,19.8
14.7,20.4
14.2,22.6
12.9,24.2
13.8,24.1
15.0,24.7
14.0,17.0
