min,max
22.0,32.3
23.6,31.6
17.7,24.5
16.9,18.5
16.6,23.9
18.5,27.8
17.9,24.9
18.8,21.2
17.9,21.0
19.4,25.8
20.1,29.4
17.8,30.1
17.6,30.0
19.0,29.9
19.7,30.4
19.5,32.1
20.2,25.9
19.8,27.1
19.1,27.0
19.3,26.8
19.3,28.0
19.1,29.9
20.1,27.5
19.6,27.8
19.9,29.6
20.5,26.5
20.9,29.1
21.2,30.4
21.5,27.6
17.3,22.7
14.2,24.7
16.5,26.6
16.0,28.4
17.0,28.5
17.8,29.8
18.6,29.9
20.3,28.1
20.2,28.1
19.8,30.6
21.5,30.7
21.2,31.1
20.6,30.9
19.9,31.0
20.8,30.8
20.6,31.7
19.5,31.6
20.0,32.5
18.5,30.6
19.0,31.6
20.5,29.7
20.2,31.0
20.7,29.1
19.4,28.9
20.4,29.0
22.6,29.8
18.7,24.5
17.0,18.6
16.9,29.1
22.3,30.5
19.6,29.2
19.6,26.8
17.9,27.1
17.5,24.5
17.8,29.2
18.2,27.7
18.3,25.9
15.0,19.4
13.8,16.9
14.7,19.3
16.9,20.0
10.8,20.0
10.7,18.9
11.5,20.7
13.9,24.2
12.4,24.9
14.9,25.2
16.0,19.5
15.6,23.6
14.1,25.4
13.8,26.7
14.8,27.5
15.0,27.1
18.9,27.3
15.4,26.7
15.3,27.7
14.5,26.3
17.9,26.4
15.7,27.2
16.2,27.9
18.9,27.2
17.7,25.9
16.1,26.2
14.3,27.5
