min,max
18.8,29.8
19.4,29.1
20.5,27.2
18.8,27.8
19.2,26.7
19.0,24.9
18.2,24.7
18.7,26.7
17.3,28.8
18.5,25.5
17.5,20.6
15.6,23.5
15.4,26.8
17.4,27.6
19.0,22.2
17.4,20.0
16.5,22.6
17.6,20.6
18.3,26.3
19.6,25.2
19.6,28.5
20.1,28.2
18.4,29.6
19.8,28.5
18.6,28.7
17.4,24.6
15.3,19.0
16.7,24.6
19.0,25.9
16.5,23.1
18.1,22.4
18.7,20.9
18.0,24.7
18.3,26.1
16.8,25.1
16.2,25.5
16.5,25.4
15.8,26.2
16.6,27.3
17.3,27.4
19.0,27.1
13.9,18.7
13.8,19.6
15.1,16.7
14.2,18.7
12.4,19.2
12.6,18.8
12.7,20.6
11.1,21.6
10.2,22.1
14.9,19.8
12.7,18.4
13.5,18.2
14.0,17.6
14.1,19.0
14.6,21.3
14.1,23.4
14.1,24.2
13.0,19.8
15.3,26.7
17.1,26.2
15.3,26.5
14.6,26.1
14.8,25.6
14.5,26.1
14.7,24.3
17.1,24.8
17.9,25.8
14.0,25.5
14.5,26.2
17.2,21.5
12.4,18.7
10.4,14.0
11.3,19.6
12.9,17.5
13.7,22.7
14.2,20.5
13.4,24.9
14.0,25.3
15.6,24.5
16.4,24.8
16.0,25.6
17.3,23.7
13.1,23.3
14.4,25.9
15.7,25.1
15.4,25.3
15.3,23.9
9.7,15.5
8.5,18.9
10.6,22.8
12.7,22.4
15.1,25.5
