min,max
19.8,30.1
19.7,27.5
19.7,25.4
20.3,30.0
20.0,30.1
20.5,29.5
21.7,27.4
18.4,28.0
19.0,27.8
19.8,28.3
19.6,28.1
19.3,27.5
19.9,27.8
20.2,25.4
20.7,25.8
19.2,26.6
18.3,26.8
19.5,26.5
17.9,28.6
18.7,28.1
18.5,27.6
18.4,28.3
18.6,27.2
17.7,28.1
19.4,29.6
19.6,25.2
18.4,20.5
16.8,20.9
15.8,22.2
14.1,24.9
14.1,25.5
14.4,25.4
13.8,25.3
15.9,26.2
16.8,25.9
16.9,26.7
17.7,28.3
18.4,27.8
18.7,28.2
19.2,28.8
18.9,27.8
16.9,28.7
18.2,28.2
18.1,26.4
18.0,28.3
17.7,29.2
18.3,28.8
18.0,25.6
18.2,24.7
17.0,23.9
15.9,24.2
16.2,26.8
15.4,26.9
18.5,25.7
16.8,22.0
15.9,25.1
17.4,22.2
17.7,26.3
17.2,23.4
17.2,27.0
16.2,22.3
9.8,17.5
9.6,20.8
10.0,23.7
12.1,22.0
13.0,21.6
14.9,21.8
15.2,22.3
14.9,23.3
13.2,22.4
13.4,23.5
13.5,23.7
12.8,24.5
15.9,24.7
16.4,24.7
14.1,21.8
13.5,17.1
14.1,18.3
15.0,22.3
15.4,21.8
14.3,19.7
12.7,19.1
14.5,23.7
16.2,27.2
18.4,27.4
18.1,24.1
13.4,20.9
12.6,16.6
13.4,15.8
13.7,19.5
13.9,21.2
15.1,23.0
14.7,25.1
