min,max
18.6,25.3
17.6,26.9
19.5,25.0
19.6,28.7
18.6,30.2
17.7,29.4
17.9,30.5
18.9,31.9
19.7,32.6
19.8,30.6
19.8,32.0
21.3,31.3
21.7,30.3
20.7,30.8
20.8,30.2
21.5,26.4
19.1,23.7
18.2,21.6
18.5,26.1
18.6,23.3
19.1,25.7
17.4,24.7
18.0,27.9
18.5,28.7
20.1,25.0
18.7,27.3
18.0,28.3
18.2,26.9
18.3,25.9
17.5,26.1
18.4,26.9
18.1,28.5
19.0,27.5
18.5,25.7
19.1,28.5
19.4,28.2
20.5,29.0
21.3,28.0
15.2,22.4
14.3,18.3
16.0,21.8
16.7,23.5
15.3,24.9
12.6,27.3
17.8,24.6
17.4,22.9
16.4,26.1
16.7,25.4
17.2,26.4
16.7,26.2
10.0,19.0
9.7,17.8
11.5,22.2
14.4,24.0
15.0,22.7
18.1,22.9
15.3,23.3
15.7,27.5
17.7,28.8
17.2,27.6
15.3,18.7
14.7,20.9
16.7,26.9
16.8,21.5
16.1,17.7
10.3,16.1
8.6,15.2
10.8,20.5
13.2,19.1
12.7,20.5
11.8,16.9
9.4,20.34
9.0,20.34
11.1,24.8
14.1,21.1
14.6,19.6
8.8,18.2
6.8,20.7
8.6,23.2
12.8,25.5
15.6,26.6
14.4,27.0
15.1,25.9
15.0,24.9
15.4,25.6
15.4,26.0
15.3,25.9
16.9,26.7
16.0,22.8
15.3,26.4
16.0,26.8
15.4,24.7
13.4,24.2
