min,max
18.6,27.2
18.6,24.9
18.3,22.4
17.2,22.9
17.5,26.7
17.2,28.0
18.3,28.8
19.7,30.5
20.3,29.7
20.4,25.9
18.9,24.8
20.5,28.6
19.3,27.7
18.5,25.5
16.6,25.9
18.1,28.7
20.3,25.7
18.6,27.3
16.1,19.5
14.9,23.8
16.1,25.3
17.2,25.2
17.9,28.0
16.9,25.2
18.3,26.2
18.7,28.4
18.5,26.5
18.7,26.5
17.5,26.4
18.3,28.7
19.6,26.8
19.3,28.3
20.3,29.4
19.0,21.5
18.6,24.4
19.5,27.9
17.4,22.8
16.2,23.2
16.8,24.8
17.3,26.2
17.2,22.0
14.9,18.1
13.9,22.1
15.0,26.1
16.0,26.1
18.0,22.1
16.9,20.1
16.0,19.7
15.8,20.9
13.9,18.1
13.8,25.3
14.6,20.9
16.5,20.2
14.6,21.8
14.8,18.5
14.3,19.8
13.9,20.6
13.5,21.9
15.9,22.2
16.7,21.0
17.6,22.3
16.2,22.6
16.6,24.2
16.4,24.9
16.1,24.1
18.3,25.6
17.5,26.6
19.8,24.6
19.0,27.1
17.1,22.9
15.5,21.1
13.2,22.2
13.5,18.1
15.4,17.7
15.2,17.4
15.2,21.5
14.7,23.7
14.2,23.8
14.2,25.7
16.3,26.1
15.5,26.0
15.3,26.0
15.9,25.8
18.5,26.6
17.2,22.4
15.7,27.1
18.8,26.9
13.2,22.3
12.4,17.6
14.6,25.0
16.1,25.9
13.4,16.9
12.7,19.4
