min,max
17.2,25.9
17.6,26.7
18.7,30.6
19.0,27.9
18.5,29.8
19.8,29.6
19.9,25.8
18.6,28.7
19.8,30.8
18.8,29.8
20.1,28.9
19.9,27.7
19.4,29.9
20.8,31.0
21.4,28.1
20.0,26.9
16.0,19.9
15.7,21.1
15.7,22.3
14.8,27.6
19.2,28.4
17.4,25.6
17.1,26.5
17.3,27.1
18.6,27.8
18.6,23.1
16.3,26.6
18.7,25.9
18.7,26.8
18.6,26.6
18.6,27.3
18.9,23.3
17.2,23.3
15.6,21.4
17.1,24.7
18.3,25.8
18.1,22.8
18.1,26.3
18.6,26.3
19.2,25.4
16.6,22.9
14.8,23.2
15.6,24.7
15.5,25.0
15.1,25.0
15.7,24.6
15.2,25.5
16.2,26.0
16.2,25.9
17.2,28.2
18.4,28.3
17.2,26.4
14.8,17.9
15.0,20.8
16.3,23.5
14.5,21.9
13.4,23.4
15.4,24.8
14.7,26.4
15.2,26.8
15.9,27.6
15.9,27.1
17.3,26.1
18.0,24.9
17.1,22.9
16.0,20.9
14.3,26.0
15.1,26.7
15.2,25.3
19.8,25.7
12.6,20.5
10.0,20.1
13.0,24.1
14.5,23.1
16.0,23.6
16.2,21.8
16.9,25.8
16.2,24.8
16.3,20.0
15.7,24.0
16.1,20.0
14.4,17.9
13.9,18.7
11.7,16.9
10.0,16.5
10.4,19.2
11.0,19.9
10.7,19.6
12.2,25.0
12.6,25.0
12.6,23.5
14.4,25.2
13.9,25.2
