min,max
17.5,27.2
18.0,28.7
21.4,29.5
18.2,25.2
20.3,26.7
18.6,28.9
19.5,31.2
20.4,28.4
14.9,21.7
14.7,24.7
18.3,22.8
18.5,23.9
17.8,26.6
18.0,26.3
19.0,26.9
18.4,28.3
18.7,29.9
21.2,29.1
19.3,29.4
20.3,28.8
18.9,24.7
19.5,28.1
19.2,27.9
19.6,28.6
19.4,28.3
20.2,28.5
20.5,28.9
18.0,23.5
16.1,25.8
17.0,25.4
17.1,27.9
17.4,25.6
18.2,21.4
16.6,19.4
16.0,23.8
15.3,24.3
17.5,27.2
18.6,26.5
17.6,21.0
16.8,22.0
16.5,21.1
13.4,18.8
11.8,17.7
11.0,19.6
14.9,20.3
14.2,23.1
16.1,23.4
14.9,23.2
15.3,22.7
14.6,21.0
16.0,24.1
15.4,24.2
16.0,25.6
17.7,21.0
15.9,18.9
14.3,16.1
13.6,17.8
13.4,20.2
13.4,20.0
13.5,20.8
13.1,21.4
13.8,21.4
14.3,22.3
14.2,22.3
13.5,23.0
13.9,23.9
15.6,22.7
16.4,22.3
13.7,23.1
17.0,25.0
17.6,26.2
18.0,26.2
17.1,21.9
16.9,22.6
16.6,23.5
17.0,25.8
18.8,27.0
16.4,23.0
15.3,18.5
11.8,17.7
11.7,14.3
12.6,16.9
13.9,20.0
14.8,18.2
13.9,22.0
16.5,22.1
16.9,25.3
16.4,24.6
14.9,23.1
14.0,22.0
14.2,22.1
16.9,21.4
16.2,19.8
