Data,Hora,Temperatura,Orvalho,Max,Min,O_max,O_min,U_max,U_min,Umidade
20170621,0,14.3,12.1,14.3,13.9,12.2,11.8,88.0,86.0,86.0
20170621,100,14.1,11.8,14.3,14.1,12.0,11.6,86.0,85.0,86.0
20170621,200,14.3,12.0,14.4,14.0,12.1,11.8,87.0,86.0,86.0
20170621,300,14.3,11.7,14.5,14.3,12.0,11.7,86.0,84.0,84.0
20170621,400,14.5,11.9,14.5,14.2,11.9,11.7,85.0,84.0,85.0
20170621,500,14.5,12.1,14.5,14.4,12.1,11.9,85.0,85.0,85.0
20170621,600,14.4,12.3,14.5,14.2,12.4,12.1,88.0,85.0,88.0
20170621,700,14.6,12.6,14.6,14.3,12.6,12.3,89.0,88.0,88.0
20170621,800,14.7,12.5,14.7,14.6,12.6,12.5,88.0,86.0,86.0
20170621,900,14.9,12.6,14.9,14.7,12.6,12.5,86.0,86.0,86.0
20170621,1000,14.8,12.4,15.0,14.8,12.7,12.4,86.0,85.0,86.0
20170621,1100,14.6,12.8,14.8,14.5,12.8,12.4,89.0,86.0,89.0
20170621,1200,15.4,13.7,15.4,14.5,13.7,12.8,90.0,89.0,90.0
20170621,1300,15.6,13.3,15.8,15.3,13.8,13.1,90.0,85.0,86.0
20170621,1400,16.4,14.0,16.7,15.3,14.8,13.2,89.0,86.0,86.0
20170621,1500,17.6,13.2,17.7,16.3,14.2,13.1,86.0,75.0,75.0
20170621,1600,18.2,13.1,18.4,17.6,13.5,13.0,76.0,71.0,72.0
20170621,1700,18.8,13.3,18.8,17.9,13.4,12.7,74.0,69.0,70.0
20170621,1800,19.6,13.6,20.0,18.5,13.8,12.5,71.0,65.0,68.0
20170621,1900,18.2,13.3,19.9,18.2,13.6,12.7,73.0,66.0,73.0
20170621,2000,17.4,13.4,18.3,17.4,13.8,13.3,78.0,73.0,78.0
20170621,2100,16.7,13.5,17.4,16.7,13.5,13.3,81.0,78.0,81.0
20170621,2200,16.6,13.4,16.7,16.5,13.5,13.3,82.0,81.0,82.0
20170621,2300,16.3,13.3,16.6,16.3,13.5,13.3,82.0,81.0,82.0
20170622,0,16.3,13.2,16.4,16.2,13.3,13.2,83.0,82.0,82.0
20170622,100,16.2,13.3,16.3,16.2,13.3,13.1,83.0,82.0,83.0
20170622,200,16.1,13.2,16.3,16.1,13.3,13.2,83.0,82.0,83.0
20170622,300,16.2,13.2,16.3,16.1,13.3,13.2,83.0,82.0,83.0
20170622,400,16.1,13.1,16.2,16.1,13.4,13.1,84.0,83.0,83.0
20170622,500,16.0,13.1,16.1,15.9,13.1,13.0,83.0,82.0,83.0
20170622,600,15.9,12.9,16.0,15.9,13.1,12.9,83.0,82.0,82.0
20170622,700,15.6,12.5,16.0,15.6,12.9,12.5,82.0,81.0,81.0
20170622,800,15.4,12.3,15.6,15.4,12.5,12.2,82.0,81.0,82.0
20170622,900,15.1,12.1,15.4,14.8,12.3,12.1,84.0,82.0,83.0
20170622,1000,14.6,11.9,15.1,14.5,12.1,11.8,84.0,82.0,84.0
20170622,1100,14.9,12.0,14.9,14.6,12.0,11.7,84.0,82.0,83.0
20170622,1200,16.5,12.2,16.6,14.9,12.5,11.9,83.0,75.0,75.0
20170622,1300,18.1,12.5,18.2,16.3,12.9,11.9,76.0,69.0,70.0
20170622,1400,18.9,12.2,19.3,17.4,13.1,11.8,71.0,65.0,65.0
20170622,1500,21.2,13.2,21.2,18.7,13.2,12.2,67.0,59.0,60.0
20170622,1600,21.2,11.8,21.8,20.5,13.1,11.3,60.0,53.0,55.0
20170622,1700,21.7,11.4,22.0,20.9,12.9,11.3,58.0,52.0,52.0
20170622,1800,21.8,11.2,22.2,21.1,12.3,11.2,56.0,51.0,51.0
20170622,1900,21.6,11.1,22.3,21.6,11.9,11.0,53.0,50.0,51.0
20170622,2000,20.8,13.2,21.7,20.8,13.2,11.2,62.0,51.0,62.0
20170622,2100,18.7,14.3,20.8,18.7,14.5,13.1,76.0,62.0,75.0
20170622,2200,17.9,13.9,18.7,17.9,14.3,13.9,78.0,75.0,78.0
20170622,2300,17.5,13.7,17.9,17.5,14.0,13.7,79.0,78.0,78.0
20170623,0,17.1,12.9,17.7,17.1,13.7,12.9,78.0,75.0,76.0
20170623,100,16.7,12.6,17.2,16.7,13.0,12.6,77.0,76.0,76.0
20170623,200,16.2,11.9,16.9,16.2,12.6,11.9,76.0,75.0,76.0
20170623,300,15.5,11.9,16.2,15.5,11.9,11.8,79.0,76.0,79.0
20170623,400,15.0,11.7,15.6,15.0,11.9,11.7,81.0,79.0,81.0
20170623,500,14.6,11.9,15.0,14.6,12.0,11.7,84.0,81.0,84.0
20170623,600,14.3,12.0,14.7,14.3,12.1,11.8,86.0,84.0,86.0
20170623,700,14.0,11.7,14.3,14.0,12.0,11.7,86.0,86.0,86.0
20170623,800,14.6,12.0,14.6,14.0,12.1,11.7,87.0,84.0,84.0
20170623,900,14.7,12.0,14.8,14.6,12.1,11.9,84.0,84.0,84.0
20170623,1000,14.7,12.0,14.8,14.7,12.1,12.0,84.0,84.0,84.0
20170623,1100,15.2,12.0,15.2,14.7,12.1,12.0,84.0,81.0,82.0
20170623,1200,16.0,12.2,16.1,15.2,12.4,11.9,82.0,77.0,78.0
20170623,1300,17.5,12.1,17.7,15.7,12.5,11.8,78.0,70.0,70.0
20170623,1400,18.9,11.7,19.4,17.4,13.1,11.7,71.0,63.0,63.0
20170623,1500,20.4,11.2,21.0,18.7,12.5,11.1,64.0,55.0,56.0
20170623,1600,22.0,10.7,22.5,20.3,12.3,9.9,58.0,46.0,49.0
20170623,1700,22.7,10.7,22.9,21.4,11.3,9.8,50.0,44.0,47.0
20170623,1800,22.1,11.4,22.8,21.8,11.7,9.5,52.0,44.0,51.0
20170623,1900,21.9,11.0,22.1,21.6,11.6,10.9,53.0,50.0,50.0
20170623,2000,20.0,13.3,21.9,20.0,13.3,10.6,65.0,50.0,65.0
20170623,2100,17.5,13.4,20.0,17.5,13.6,13.4,77.0,65.0,77.0
20170623,2200,16.6,13.1,17.6,16.6,13.5,13.1,80.0,77.0,80.0
20170623,2300,16.1,13.0,16.6,16.0,13.1,13.0,82.0,80.0,82.0
20170624,0,16.3,13.2,16.4,16.0,13.3,13.0,83.0,82.0,82.0
20170624,100,16.4,13.2,16.4,16.1,13.2,13.0,82.0,81.0,81.0
20170624,200,16.0,13.1,16.4,16.0,13.2,13.0,83.0,81.0,83.0
20170624,300,15.7,12.9,16.0,15.7,13.1,12.9,84.0,83.0,83.0
20170624,400,15.2,12.7,15.7,15.2,12.9,12.7,85.0,83.0,85.0
20170624,500,14.8,12.4,15.3,14.8,12.8,12.4,86.0,85.0,86.0
20170624,600,14.6,12.3,14.9,14.6,12.6,12.3,86.0,86.0,86.0
20170624,700,14.9,12.6,14.9,14.5,12.6,12.3,87.0,86.0,86.0
20170624,800,14.9,12.4,14.9,14.7,12.6,12.3,86.0,85.0,85.0
20170624,900,15.1,12.3,15.1,14.9,12.4,12.2,85.0,83.0,83.0
20170624,1000,14.9,12.1,15.1,14.8,12.3,12.1,84.0,83.0,84.0
20170624,1100,15.7,12.2,15.7,14.9,12.2,12.0,84.0,80.0,80.0
20170624,1200,16.9,12.3,16.9,15.7,12.5,12.0,80.0,74.0,74.0
20170624,1300,18.2,12.5,18.4,16.8,12.9,12.1,74.0,68.0,69.0
20170624,1400,19.3,12.2,20.1,18.2,13.2,11.7,69.0,61.0,63.0
20170624,1500,20.4,12.0,21.1,19.3,13.2,11.7,64.0,57.0,59.0
20170624,1600,20.6,11.5,21.8,20.2,12.8,11.0,59.0,53.0,56.0
20170624,1700,21.3,11.7,21.7,20.5,12.4,11.3,58.0,53.0,54.0
20170624,1800,21.3,11.0,21.8,20.9,12.2,10.9,56.0,51.0,52.0
20170624,1900,21.1,10.5,21.9,21.0,11.6,10.5,53.0,50.0,51.0
