Data,Hora,Temperatura,Orvalho,Max,Min,O_max,O_min,U_max,U_min,Umidade
20210621,0,15.2,11.0,15.4,15.1,11.5,11.0,78.0,76.0,76.0
20210621,100,14.6,11.0,15.2,14.3,11.0,10.5,79.0,76.0,79.0
20210621,200,14.7,10.4,14.8,14.5,11.0,10.4,79.0,76.0,76.0
20210621,300,14.6,10.5,14.8,14.6,10.5,10.3,76.0,75.0,76.0
20210621,400,14.5,10.5,14.7,14.4,10.7,10.4,77.0,76.0,77.0
20210621,500,14.3,10.5,14.5,14.3,10.8,10.4,78.0,77.0,78.0
20210621,600,13.6,9.9,14.3,13.6,10.5,9.9,78.0,76.0,78.0
20210621,700,13.8,10.5,14.0,13.5,10.7,9.8,80.0,78.0,80.0
20210621,800,13.6,11.2,13.8,13.4,11.2,10.5,85.0,80.0,85.0
20210621,900,13.9,11.1,13.9,13.6,11.2,11.1,85.0,83.0,83.0
20210621,1000,13.4,11.5,13.9,13.3,11.5,11.0,88.0,83.0,88.0
20210621,1100,13.6,12.0,13.6,13.3,12.2,11.5,91.0,88.0,90.0
20210621,1200,14.5,11.5,14.6,13.6,12.2,11.5,90.0,82.0,82.0
20210621,1300,15.8,11.1,15.8,14.5,11.9,10.8,82.0,74.0,74.0
20210621,1400,16.4,10.6,16.7,15.4,11.3,10.2,75.0,68.0,68.0
20210621,1500,17.1,10.5,17.6,16.3,11.3,10.0,69.0,63.0,65.0
20210621,1600,18.5,9.5,19.2,17.0,10.9,9.4,65.0,55.0,56.0
20210621,1700,19.5,9.3,19.6,18.2,10.3,9.0,58.0,51.0,52.0
20210621,1800,19.1,8.4,20.2,19.0,9.7,8.2,53.0,48.0,50.0
20210621,1900,19.2,8.9,19.5,19.0,9.3,8.4,52.0,50.0,51.0
20210621,2000,18.1,9.3,19.2,18.1,9.8,8.6,57.0,50.0,57.0
20210621,2100,16.7,12.0,18.2,16.7,12.0,9.4,74.0,57.0,74.0
20210621,2200,15.6,11.9,16.7,15.6,12.1,11.8,79.0,74.0,79.0
20210621,2300,15.3,12.2,15.7,15.3,12.2,11.9,81.0,79.0,81.0
20210622,0,15.2,12.4,15.3,15.1,12.4,12.1,84.0,81.0,83.0
20210622,100,14.7,12.3,15.2,14.7,12.4,12.2,85.0,83.0,85.0
20210622,200,14.7,12.5,14.9,14.7,12.5,12.2,86.0,84.0,86.0
20210622,300,14.4,12.5,14.8,14.3,12.7,12.5,89.0,86.0,89.0
20210622,400,14.1,13.0,14.4,14.0,13.0,12.5,93.0,89.0,93.0
