min,max
13.6,26.0
15.3,26.2
15.5,27.8
14.1,27.0
14.7,23.7
13.9,18.1
13.3,17.3
11.4,24.1
15.8,24.1
13.1,23.7
11.7,22.9
12.9,26.7
14.7,27.8
14.1,26.0
15.0,25.1
13.9,24.3
17.9,25.5
14.4,25.7
13.7,24.4
13.1,24.4
14.3,25.0
18.6,25.4
15.2,18.6
15.7,25.6
15.6,26.4
17.1,27.8
16.6,26.9
15.7,22.8
16.3,27.3
16.6,23.0
15.3,25.4
14.0,27.0
14.5,26.8
14.1,26.6
14.5,27.2
15.0,24.2
14.5,25.2
15.0,26.2
14.8,22.1
11.1,17.9
10.9,22.7
11.4,26.3
13.2,27.1
13.7,25.8
13.8,28.4
15.0,26.9
13.8,18.5
15.3,19.2
15.0,20.5
14.9,18.8
12.1,17.1
9.5,16.8
11.7,20.1
11.9,25.2
12.9,27.2
14.3,27.8
15.8,28.8
15.8,23.3
16.9,28.3
8.9,20.5
8.9,13.8
11.0,19.7
12.6,20.3
12.7,22.7
14.4,24.2
16.0,25.4
16.1,27.0
15.5,28.9
16.3,29.0
10.6,15.3
9.9,16.7
10.6,22.1
10.5,26.2
12.8,29.4
13.8,22.3
10.1,14.7
12.0,19.0
13.8,23.2
14.3,18.0
13.8,29.2
18.9,32.3
16.7,30.9
12.2,16.1
12.7,17.6
15.1,25.7
15.2,20.3
13.5,15.9
13.0,16.0
11.6,18.2
9.8,22.4
12.1,26.4
14.1,26.8
15.5,24.0
