min,max
18.0,21.8
12.9,17.6
11.2,12.7
11.6,14.5
12.6,15.2
11.8,20.0
11.6,20.3
12.4,22.8
12.7,23.4
14.6,23.5
13.4,24.6
16.2,20.7
14.6,23.2
13.1,20.5
11.6,19.9
12.5,22.7
11.2,21.8
10.9,23.9
11.0,20.6
12.5,20.1
12.4,20.4
11.7,21.3
12.4,21.6
10.3,22.9
10.6,22.6
9.5,22.5
12.0,23.3
15.2,23.9
12.6,24.5
12.5,25.1
12.3,25.9
13.9,26.8
16.7,27.3
14.7,23.3
15.0,22.3
10.6,19.8
11.3,25.7
14.1,27.2
14.6,25.7
13.7,25.4
15.4,25.8
15.0,26.7
16.4,23.6
14.1,21.6
13.7,21.7
14.5,27.0
15.2,19.6
15.1,26.6
14.5,17.2
13.6,16.8
13.0,18.1
13.1,19.6
19.6,19.6
16.6,19.6
16.1,22.5
14.9,22.8
15.8,28.8
18.1,28.4
16.8,28.6
16.9,28.2
15.5,27.9
16.2,27.3
16.2,23.8
15.3,18.3
15.8,24.7
15.4,28.3
16.2,25.7
12.9,24.1
12.0,28.7
15.1,27.3
11.6,15.2
11.8,20.3
12.7,25.1
12.2,28.2
15.5,30.3
18.1,31.7
17.8,27.9
16.3,30.0
18.3,22.6
13.6,19.8
14.4,21.5
15.6,31.6
17.8,32.8
18.1,28.2
17.7,22.7
13.2,19.1
12.8,15.6
12.6,16.3
12.5,17.6
11.3,17.5
10.6,21.5
12.8,17.4
15.0,20.5
