min,max
19.82,27.4
15.6,26.8
14.8,27.6
17.6,28.9
13.1,24.6
10.6,13.2
10.7,12.0
11.5,15.1
13.4,15.2
13.4,19.4
13.5,23.7
13.0,25.7
14.7,28.0
15.2,28.5
15.5,28.4
16.2,27.0
19.9,29.1
16.4,27.7
16.6,28.3
16.9,28.2
17.0,28.2
18.2,29.4
17.7,30.4
16.9,22.7
16.7,24.5
15.8,18.8
15.2,21.7
11.0,17.2
8.0,20.1
9.3,25.4
11.5,26.1
14.4,28.1
15.4,29.2
17.0,24.0
15.2,23.3
9.6,16.6
8.9,19.2
10.5,24.8
15.5,26.3
14.3,23.0
14.3,24.2
9.2,16.1
8.0,13.4
6.4,14.5
10.6,20.6
12.9,25.7
13.8,26.8
18.3,26.7
16.2,30.7
18.4,31.5
19.4,31.7
18.8,32.0
19.3,33.1
15.3,20.0
14.0,22.2
15.6,22.2
14.9,24.7
16.8,25.6
16.7,23.2
