min,max
13.9,24.5
14.2,24.1
17.8,24.3
16.1,24.7
14.7,16.5
13.6,24.1
14.0,25.1
16.3,23.6
14.2,20.1
13.2,22.2
11.1,22.1
11.7,22.2
10.3,21.0
11.4,24.9
13.0,26.5
14.7,26.0
17.5,25.5
17.4,26.0
14.3,27.1
14.6,26.0
13.0,22.0
10.2,14.2
12.8,25.0
15.9,25.4
18.3,22.5
13.6,17.4
14.6,17.6
14.3,17.2
11.1,18.9
8.9,23.8
11.0,26.8
13.6,27.8
13.2,23.7
13.2,14.9
14.8,19.0
9.1,14.9
8.2,16.8
8.7,20.34
6.8,11.4
5.2,14.8
7.8,20.1
11.0,25.4
13.4,25.2
12.7,23.7
13.4,25.3
13.1,20.7
13.9,24.4
14.4,27.9
13.8,23.1
12.8,27.2
15.6,27.0
13.7,22.7
13.1,20.2
13.5,24.4
14.3,25.1
14.4,27.3
13.8,26.6
13.3,21.1
11.9,24.8
13.8,22.9
13.5,26.5
12.4,17.6
11.7,22.1
11.8,27.3
15.0,27.7
16.8,29.2
16.8,30.7
16.0,27.9
12.4,15.9
11.8,17.5
14.4,17.3
15.6,27.0
15.0,28.2
15.5,29.0
15.4,27.2
16.5,27.8
16.1,27.5
16.6,28.4
17.1,28.8
16.2,28.7
13.8,26.2
14.7,27.4
14.9,26.8
14.8,25.9
15.0,27.3
15.8,29.3
17.7,30.2
17.4,29.3
16.0,21.8
14.8,26.0
14.8,29.1
18.9,32.9
17.7,26.5
