min,max
16.6,27.4
15.9,27.0
15.2,24.3
15.2,25.6
16.5,25.9
16.2,22.9
13.7,15.6
12.6,16.9
13.0,19.4
12.8,23.8
15.5,20.9
10.7,19.9
10.6,18.8
11.8,24.7
13.3,26.2
16.1,25.5
16.1,27.7
18.7,25.7
14.5,23.8
10.6,21.4
14.0,26.1
15.8,26.1
19.4,26.9
15.0,22.5
13.2,15.7
13.2,19.3
13.0,25.0
15.0,24.9
14.1,24.4
13.5,25.8
14.2,25.9
14.5,26.4
15.1,26.7
15.0,25.3
17.4,27.0
15.8,21.5
14.5,27.4
16.2,27.3
14.3,22.4
12.7,16.7
13.1,21.2
14.4,22.3
13.2,23.0
12.9,22.3
12.0,22.6
12.4,23.6
11.9,24.3
11.6,24.4
12.3,25.6
14.0,25.7
13.9,26.4
14.8,26.3
14.5,28.2
16.3,29.6
17.6,28.3
17.8,22.8
15.9,20.6
16.2,19.2
15.5,18.4
15.7,25.1
12.4,16.5
8.9,12.6
8.3,13.8
9.2,18.9
9.4,20.4
10.1,19.6
8.6,22.2
12.2,25.9
14.1,28.9
15.6,30.0
17.8,30.8
17.2,24.6
17.6,22.3
17.0,25.3
16.3,29.0
17.6,31.5
16.8,30.1
16.8,30.9
17.9,29.5
17.8,29.2
17.6,29.3
17.6,33.0
18.6,32.8
21.3,33.8
21.3,32.9
19.6,32.2
15.7,21.0
16.8,30.7
18.7,31.1
17.8,27.4
19.9,31.1
15.6,23.2
13.9,18.2
