min,max
18.3,23.3
16.8,22.1
17.1,24.6
11.6,18.2
6.2,18.7
10.8,26.5
16.0,22.9
15.5,25.5
18.8,26.5
15.8,22.2
12.8,15.8
10.7,12.9
11.0,13.1
12.1,17.8
11.0,21.2
12.1,20.0
10.9,20.6
13.0,22.1
11.2,18.9
13.9,21.7
13.1,22.1
15.4,22.9
15.0,22.9
11.8,22.2
10.2,23.0
10.1,23.8
10.9,23.9
14.8,23.9
10.8,21.2
11.8,20.2
13.2,25.1
13.4,24.8
12.9,21.9
13.3,20.5
14.3,17.3
13.7,24.3
13.1,27.4
14.8,22.5
11.7,19.9
8.0,16.9
8.7,19.6
10.9,23.2
10.7,26.4
11.6,26.3
12.4,22.5
14.2,19.5
13.3,18.8
13.1,25.5
13.6,25.1
12.2,19.7
9.0,14.5
10.0,17.8
9.3,20.1
11.1,25.4
11.2,19.6
11.5,20.4
14.4,22.3
15.4,25.1
13.7,23.6
14.0,24.6
15.0,28.5
18.4,30.7
17.5,32.0
20.5,30.9
16.0,24.6
14.9,28.7
13.8,20.4
15.2,23.7
14.9,25.5
15.9,21.3
14.8,24.5
14.4,25.0
