min,max
14.1,19.6
14.6,21.8
14.0,22.7
14.6,21.3
15.1,21.3
13.2,22.0
13.5,23.0
13.2,24.2
14.3,25.0
13.9,23.9
15.1,20.3
12.3,16.0
10.6,15.5
9.4,17.0
8.7,18.8
10.9,20.1
12.3,20.3
13.2,21.4
13.3,22.0
12.8,23.4
12.6,24.4
13.0,23.0
14.2,22.5
12.9,23.4
12.7,24.0
15.3,23.6
14.6,25.4
8.0,17.6
7.9,13.5
12.3,22.7
12.3,24.9
13.2,22.6
14.3,25.3
12.8,24.2
13.2,25.6
13.7,24.3
13.6,23.0
12.7,21.2
12.7,23.0
14.2,23.6
13.2,21.9
12.1,21.4
14.9,24.7
16.9,21.3
13.3,17.8
12.8,16.4
11.4,19.1
10.3,25.4
13.1,26.7
17.6,28.3
14.8,18.6
12.7,22.8
14.1,24.3
13.9,29.6
15.9,23.8
13.9,15.8
14.5,16.4
14.7,16.0
14.1,17.0
16.0,17.8
14.7,20.5
11.1,15.0
11.1,17.1
13.0,21.8
13.6,22.5
13.5,25.2
13.0,26.8
14.3,27.3
14.4,27.1
12.5,28.9
15.4,30.6
15.3,25.3
14.7,23.3
14.7,25.1
12.7,26.3
13.4,28.4
15.0,28.5
15.3,27.2
14.0,27.9
15.4,29.3
17.0,29.2
17.4,29.7
18.7,31.0
19.0,30.9
16.5,31.1
19.0,31.8
19.7,32.8
17.0,31.6
17.6,31.4
17.8,29.0
16.6,27.9
15.4,27.3
15.8,29.7
