min,max
13.6,25.9
14.1,26.9
16.3,27.1
17.2,28.0
17.3,19.9
16.6,27.9
17.8,24.9
16.6,25.3
16.5,25.2
12.0,16.5
11.9,17.1
12.1,25.0
12.7,25.6
16.3,25.3
14.7,27.0
15.9,21.7
13.8,26.9
13.9,17.6
12.5,14.6
14.4,20.8
16.6,23.8
15.1,21.7
13.8,17.1
14.1,24.9
13.0,22.4
13.8,22.9
14.0,25.4
14.3,25.5
12.6,23.4
12.1,22.4
12.8,24.5
13.0,26.9
12.3,24.9
13.5,25.4
13.0,25.6
14.2,26.2
14.3,26.2
14.6,27.8
16.9,24.5
13.0,17.1
13.8,22.7
15.1,25.3
14.4,26.1
14.9,28.1
16.5,28.1
17.3,28.9
16.9,29.4
17.5,27.9
18.6,29.1
15.7,25.3
9.8,15.5
7.1,20.5
11.6,19.2
8.9,15.3
8.9,23.3
10.9,28.6
14.5,30.9
15.7,31.3
15.7,31.9
16.4,32.3
17.8,31.6
15.7,28.5
16.4,31.0
17.4,31.7
15.0,21.8
9.0,15.9
8.5,17.3
5.8,20.9
10.0,22.1
13.2,27.1
14.7,30.1
15.2,29.3
15.5,30.6
17.1,28.6
15.5,31.7
17.9,32.4
17.2,26.9
15.3,22.7
16.7,33.1
20.5,33.8
19.8,33.5
18.8,32.5
19.7,32.8
19.8,32.9
19.8,33.0
20.7,29.4
17.5,22.0
15.0,18.1
14.1,17.6
14.8,20.9
15.8,24.4
16.5,32.4
18.3,27.3
