min,max
15.3,26.0
15.2,20.6
16.0,24.7
13.9,25.2
15.7,24.6
15.5,21.7
10.5,15.7
6.5,19.85
7.4,21.7
12.7,21.9
14.7,25.6
15.0,21.8
14.0,19.4
8.8,13.9
9.2,19.85
13.2,17.8
11.5,15.0
8.1,17.0
8.7,20.5
9.3,26.1
13.0,27.6
15.0,26.3
14.2,26.7
15.4,25.6
14.7,26.5
13.9,26.2
14.5,27.3
14.2,25.0
16.2,25.0
15.3,28.4
17.9,26.6
14.6,20.3
12.8,17.1
12.4,19.6
12.8,20.6
12.8,24.2
13.6,23.2
13.3,25.5
15.8,27.0
17.1,21.7
16.3,19.8
15.4,18.8
15.6,21.3
10.5,18.1
6.6,19.85
6.6,19.6
11.4,28.8
15.9,30.6
17.7,29.0
16.3,23.4
14.6,18.1
13.8,22.0
13.9,27.4
15.5,29.7
16.1,22.5
16.0,25.8
15.0,28.6
19.0,30.0
15.3,26.9
14.6,29.8
13.0,21.6
9.9,12.3
10.5,13.1
12.9,18.5
14.0,21.8
15.6,26.8
16.0,21.2
15.6,26.6
15.0,29.8
17.9,31.5
17.5,31.9
11.7,18.4
9.3,17.6
8.9,16.0
9.0,22.7
10.1,30.0
13.5,30.4
14.9,24.6
15.9,24.7
14.6,30.8
14.6,29.1
15.5,23.7
15.3,23.3
14.1,20.6
14.7,29.4
14.6,16.6
14.4,21.4
15.8,22.3
14.2,23.6
12.8,24.8
13.1,27.3
14.7,28.8
15.7,22.9
