min,max
13.4,19.5
14.1,18.9
13.5,19.0
12.8,23.7
14.1,25.9
14.9,27.3
15.8,26.0
14.3,23.2
11.7,16.3
6.5,15.3
7.1,18.2
9.6,23.5
11.2,23.9
13.7,19.8
13.3,21.1
13.4,19.5
11.2,20.7
12.7,22.7
12.9,22.3
11.3,24.0
11.8,24.8
12.4,25.0
12.4,25.6
13.2,24.7
14.9,26.5
15.9,22.2
14.4,22.6
14.0,23.3
8.4,19.3
6.6,17.6
8.6,21.4
8.3,22.0
11.6,23.7
10.6,25.7
11.7,26.3
12.6,26.4
16.3,27.4
9.6,17.2
5.6,13.5
4.4,13.2
6.5,17.6
9.4,19.2
10.9,21.1
11.6,17.4
11.2,18.5
11.9,19.6
13.1,22.8
13.7,22.3
13.7,24.2
13.0,26.9
13.5,27.5
13.6,21.5
12.9,15.5
13.2,15.5
13.6,19.3
14.0,26.7
15.0,20.6
12.9,29.6
16.2,30.7
15.9,30.9
16.6,30.1
17.0,28.5
16.4,28.7
16.5,29.9
18.2,31.7
18.5,31.7
19.9,31.2
15.7,19.9
14.2,16.7
15.4,18.8
15.4,21.6
14.8,22.7
13.9,25.1
14.2,27.7
15.8,28.8
16.2,29.7
15.6,30.0
17.4,26.1
17.1,27.1
17.3,33.5
19.7,28.8
18.9,23.7
18.4,27.0
17.8,31.2
18.2,33.6
22.1,32.6
17.7,23.0
16.2,19.2
15.4,24.6
17.0,31.6
18.8,31.7
18.6,35.4
17.1,34.2
