min,max
16.1,23.3
14.2,16.9
13.5,19.6
13.8,24.5
14.0,26.4
14.3,22.7
12.6,23.4
12.6,24.2
14.8,21.4
11.9,24.0
11.1,22.9
12.3,23.0
11.6,23.4
12.6,21.8
13.3,24.6
12.9,26.2
13.6,24.7
14.0,24.6
15.1,24.5
15.9,21.1
16.0,25.8
15.9,27.5
14.6,22.1
12.1,14.4
12.0,15.3
13.3,14.7
13.5,18.7
15.9,21.6
15.9,25.3
14.8,26.4
16.0,26.6
16.8,27.7
16.9,27.3
16.9,22.6
15.2,24.3
15.4,25.7
15.5,18.1
15.1,22.2
16.6,25.7
17.6,25.7
15.5,26.3
16.0,23.3
14.8,17.8
13.3,15.2
11.7,13.7
10.7,17.0
11.5,20.13
11.3,22.2
11.3,26.1
13.7,20.13
13.4,18.0
13.6,20.2
13.8,25.7
15.6,26.4
11.3,22.3
8.8,13.1
8.8,17.0
9.9,18.4
9.8,20.7
9.9,24.7
12.1,26.4
12.8,26.1
13.9,27.3
14.2,29.4
15.2,29.3
16.3,30.6
16.8,30.1
16.8,30.7
14.6,29.1
13.5,30.4
15.0,22.6
15.3,28.2
17.2,28.9
16.4,30.0
17.2,30.7
17.5,30.8
14.3,26.1
13.1,16.6
15.0,17.6
14.1,18.5
13.6,20.7
14.4,23.7
13.0,29.5
15.4,30.2
16.4,31.5
21.9,29.6
15.6,26.2
14.9,23.5
15.2,30.7
13.5,17.8
12.8,19.0
14.0,23.0
14.5,28.2
