min,max
17.7,23.5
15.4,24.7
16.1,19.8
10.9,19.93
10.5,17.1
9.3,20.1
12.6,26.7
14.3,21.8
15.5,19.6
17.8,24.6
16.5,24.6
17.2,20.9
17.4,21.7
14.7,19.7
11.5,20.4
12.9,16.7
12.1,19.5
12.2,23.5
14.6,25.3
14.6,24.5
15.3,23.8
16.0,27.7
19.9,30.8
18.2,24.9
17.3,18.9
16.5,21.7
16.7,23.7
14.7,27.2
15.7,29.8
18.0,32.0
18.3,28.1
18.4,29.6
21.4,31.5
19.3,23.3
18.6,30.5
17.3,27.9
14.8,20.0
13.4,18.0
14.4,22.9
15.7,20.5
16.1,23.4
16.9,29.3
16.5,31.5
17.3,25.0
13.8,17.4
14.3,19.93
14.7,20.9
15.7,25.5
17.0,28.9
17.5,31.3
19.5,33.7
24.2,29.1
18.3,25.0
14.9,26.2
15.4,31.5
22.0,29.7
16.4,21.7
17.2,25.9
17.8,30.1
19.6,32.4
20.7,31.6
18.8,21.5
18.1,21.6
17.5,22.6
18.1,20.8
17.9,22.5
18.2,27.6
19.0,31.6
20.5,31.1
19.8,24.7
20.0,24.3
20.1,30.5
22.0,31.3
20.2,33.1
18.5,32.7
18.6,25.5
19.2,28.4
19.9,29.7
20.3,32.6
21.4,25.1
19.0,23.4
17.4,22.2
17.3,24.7
17.8,29.8
18.5,29.7
18.3,25.8
16.8,25.1
18.0,26.9
18.4,25.6
18.5,26.1
