min,max
17.9,31.8
19.0,33.6
19.6,35.2
20.2,34.9
21.9,35.9
17.3,28.2
15.5,22.7
15.7,30.6
18.2,32.4
19.3,34.0
21.3,35.7
16.5,22.0
15.4,17.9
15.1,24.6
15.7,29.2
15.1,29.0
16.2,33.4
16.9,22.7
17.5,26.0
18.0,27.7
18.9,28.0
16.0,27.5
17.5,26.1
16.6,28.6
16.7,30.0
17.8,30.6
17.2,27.9
14.4,19.1
14.4,18.8
17.4,25.0
19.8,30.9
19.3,28.1
20.2,30.1
19.2,26.5
19.4,29.0
16.5,19.6
16.3,21.6
18.1,24.5
17.6,27.4
16.0,26.9
17.4,30.3
19.0,29.5
19.2,22.5
18.2,23.5
19.4,27.3
20.5,29.2
20.7,22.8
17.6,22.7
16.4,21.1
14.9,24.9
14.8,30.6
18.3,31.1
15.2,18.8
14.9,20.8
16.5,26.1
19.5,25.8
18.0,29.8
17.8,31.3
19.1,30.7
18.0,31.3
20.0,25.0
18.6,21.9
17.8,24.0
15.5,23.3
16.1,29.2
18.0,31.6
21.2,33.8
21.5,33.6
20.6,27.2
21.3,28.7
20.4,32.1
22.1,29.7
20.8,22.9
17.8,20.5
17.0,27.7
20.5,32.1
22.6,32.5
21.9,25.7
21.4,26.6
18.3,26.9
17.5,25.4
16.7,27.2
18.4,27.1
20.1,25.2
20.2,29.6
21.6,28.9
18.6,27.2
17.5,29.0
18.7,30.7
18.8,30.0
