min,max
14.6,24.3
14.4,28.0
13.4,17.7
13.1,15.8
13.0,18.6
14.2,24.4
13.7,27.7
15.7,21.7
15.0,18.7
15.6,21.2
17.3,25.5
18.0,27.7
17.4,28.1
18.8,27.4
17.2,23.9
16.6,23.5
17.2,23.7
16.8,25.2
17.7,25.8
17.9,28.1
20.5,24.1
18.4,22.3
18.6,26.1
19.0,31.3
19.3,25.3
16.8,19.9
15.9,17.9
15.5,17.8
14.5,19.3
13.9,19.3
11.9,24.0
12.3,23.1
15.2,24.1
15.7,29.1
18.7,29.3
16.4,26.4
14.8,25.9
15.3,24.2
15.7,30.7
17.7,32.1
20.0,26.3
20.2,24.5
19.4,27.4
19.4,25.6
17.2,25.8
16.9,28.4
15.5,21.2
14.8,19.4
13.2,21.5
12.2,17.0
13.4,20.5
12.5,21.6
14.5,21.6
15.6,22.2
16.6,27.2
17.3,29.4
19.6,32.1
22.1,28.2
17.2,28.6
17.6,26.5
17.4,20.8
15.3,27.5
17.0,27.7
16.1,31.8
19.0,30.5
19.4,24.5
19.5,26.1
20.1,27.0
21.0,27.4
18.8,23.4
16.8,23.4
17.3,27.3
18.4,29.9
19.8,26.9
19.6,27.9
18.3,27.1
18.3,24.1
17.6,27.1
17.5,24.4
18.4,24.1
17.6,23.0
17.7,24.4
18.3,26.9
20.3,28.1
20.7,29.6
18.2,31.0
20.4,30.9
19.82,30.7
20.5,30.3
20.0,27.5
