min,max
15.3,23.5
12.6,23.5
9.9,21.4
12.2,22.1
14.5,16.5
14.8,24.7
13.2,17.0
12.3,16.4
13.6,19.5
15.6,23.0
15.5,23.1
15.3,22.4
15.2,21.2
15.2,27.4
16.5,31.3
18.9,24.8
16.5,26.9
16.5,28.5
17.2,20.0
17.6,26.1
16.9,27.3
18.4,31.4
17.2,25.4
17.5,23.8
17.3,27.5
17.5,27.3
17.6,20.2
17.1,26.4
17.0,28.9
18.1,23.9
18.1,27.0
16.4,26.8
16.4,25.7
16.3,25.0
14.6,30.6
18.2,32.8
20.0,30.0
18.7,32.1
18.6,29.1
19.3,25.7
14.0,20.0
12.2,15.3
11.7,17.8
10.3,18.7
11.7,22.0
12.5,20.3
13.6,19.9
11.5,24.5
14.6,27.2
16.4,28.1
17.3,28.5
17.6,26.3
18.7,31.6
19.8,29.0
20.1,28.3
18.3,24.4
14.9,26.1
16.0,25.0
15.8,26.6
17.5,27.8
16.5,30.2
18.5,30.1
17.3,28.3
16.9,26.0
15.1,20.8
15.3,24.4
16.6,27.3
17.2,27.0
18.1,26.3
17.8,26.4
17.4,28.5
19.3,30.6
20.6,28.4
19.9,27.0
20.6,23.5
20.4,23.7
19.1,27.2
17.5,30.8
18.7,32.4
19.2,32.6
21.5,30.4
20.4,28.3
17.1,22.9
15.4,23.8
16.1,27.5
17.3,27.6
16.6,26.3
18.2,26.7
18.1,22.4
17.2,21.4
