min,max
14.2,17.8
12.6,15.9
12.9,22.4
15.4,18.7
14.9,19.4
14.3,22.7
14.9,18.8
13.6,25.6
14.3,28.6
15.9,32.1
17.8,35.1
17.1,27.9
16.1,31.5
17.2,33.4
17.8,23.3
16.7,20.2
16.6,19.3
16.6,21.0
16.7,29.1
17.8,31.1
19.4,32.1
20.5,33.9
20.4,32.1
18.7,24.3
18.6,27.8
19.1,30.8
19.5,31.6
19.8,29.0
14.9,19.3
14.9,20.6
16.5,24.6
17.1,25.6
18.0,27.3
17.8,29.9
18.4,28.3
19.4,34.2
18.4,31.1
21.4,30.4
21.0,33.6
20.9,27.4
20.0,26.9
19.7,30.7
20.0,33.5
21.1,35.7
19.4,28.9
17.9,21.1
16.8,24.2
18.8,23.2
19.2,27.2
20.3,24.2
19.3,22.5
17.6,23.7
17.9,27.9
19.8,27.2
17.4,21.4
15.1,22.7
14.4,24.9
16.3,24.1
18.0,27.2
19.0,27.3
19.5,28.7
19.1,30.4
18.8,28.9
14.7,19.8
14.5,24.3
16.1,30.0
19.2,28.8
15.3,21.5
14.9,24.9
17.5,31.4
21.0,28.4
15.8,21.1
15.3,21.3
17.5,28.8
20.7,29.0
17.9,22.1
16.7,28.4
15.2,28.0
18.1,28.6
18.9,26.3
18.6,26.2
17.9,26.6
20.8,29.9
18.8,28.2
20.2,30.2
22.1,31.7
20.5,30.6
19.4,22.0
19.0,23.2
19.2,28.2
