min,max
16.2,30.8
18.1,30.2
17.6,22.8
15.3,23.1
15.3,20.2
16.5,21.5
16.7,22.1
16.8,24.1
19.7,24.6
19.3,21.4
15.6,22.8
13.9,16.4
13.8,18.4
15.9,23.7
14.9,27.6
16.8,25.7
17.6,23.8
13.3,18.2
12.3,18.1
11.8,15.0
10.6,18.8
10.4,22.5
13.8,27.6
16.6,25.7
18.6,30.0
18.1,26.7
15.1,19.8
13.6,22.2
12.1,24.0
12.4,27.6
15.1,29.3
17.8,25.2
18.0,21.7
17.3,29.3
15.5,22.4
14.4,22.9
13.1,28.3
16.1,32.5
18.0,21.8
17.7,25.1
18.1,23.1
16.2,26.8
16.2,26.6
16.1,29.1
19.4,30.2
17.1,22.6
14.6,26.9
16.9,31.0
20.7,31.5
16.8,23.7
14.6,17.3
14.5,17.7
14.2,17.8
14.7,20.2
16.5,25.7
16.7,18.5
16.7,26.4
16.9,26.2
15.4,29.8
18.0,30.3
20.3,31.0
19.0,26.3
18.9,23.5
18.3,27.8
16.8,30.7
18.1,26.2
17.7,27.4
17.8,31.8
19.7,30.6
19.8,28.2
19.9,27.8
20.6,29.4
21.4,30.6
20.6,28.8
20.4,30.9
19.9,26.4
19.9,29.0
21.6,30.1
19.6,25.8
18.8,29.7
20.2,31.5
21.3,31.3
19.6,28.0
16.9,20.3
16.7,20.4
18.3,26.4
19.6,28.4
20.6,22.9
19.9,29.2
20.9,30.4
