min,max
15.1,19.2
18.1,20.1
13.8,18.9
12.6,18.9
14.2,28.4
17.4,31.1
20.3,28.9
15.1,21.3
12.7,15.0
12.8,22.5
14.6,29.6
16.9,24.0
17.9,21.2
17.8,30.3
18.9,30.4
17.5,22.4
13.9,17.8
12.9,17.2
13.1,17.7
14.3,28.3
17.7,27.5
14.8,20.0
14.8,29.9
17.1,22.1
16.1,20.6
15.5,18.4
16.9,28.3
17.2,25.2
17.1,26.3
16.2,26.9
18.0,25.4
18.7,26.3
16.6,29.9
19.8,24.8
18.3,29.2
18.1,20.7
17.1,20.9
17.4,22.7
18.0,26.4
18.9,27.7
18.6,29.1
19.2,31.1
18.3,32.8
19.8,31.2
21.9,30.6
21.9,30.1
22.6,29.3
20.2,24.8
19.6,24.7
20.4,28.5
20.8,28.1
20.1,28.9
20.4,29.2
20.7,30.6
22.1,26.8
19.2,26.2
17.6,27.1
18.9,31.6
22.2,33.0
21.8,30.1
20.1,28.0
20.2,26.9
20.7,28.2
19.7,28.2
19.7,30.7
20.7,32.1
21.3,28.9
20.5,25.7
20.8,26.4
21.4,28.8
22.2,28.3
21.4,30.1
20.8,28.6
18.5,22.1
16.2,20.7
17.0,25.1
19.2,24.0
19.0,23.5
18.4,21.9
17.7,26.3
20.2,29.3
20.6,27.7
16.5,21.3
16.2,21.5
18.2,30.0
19.4,30.2
17.4,28.3
18.1,25.6
18.0,25.6
18.5,30.3
