min,max
12.9,20.4
11.9,28.6
16.0,31.8
17.8,26.4
18.1,26.1
17.5,20.6
17.6,25.4
18.1,30.4
19.6,29.6
19.4,29.5
14.6,19.3
12.0,20.4
11.5,18.5
11.2,21.1
11.2,24.6
13.9,25.8
14.8,27.4
15.9,31.5
18.5,33.6
20.4,33.3
19.0,34.4
21.8,35.4
19.4,30.3
19.4,27.7
18.5,34.4
19.2,37.0
18.9,29.9
20.2,34.9
18.0,23.1
15.1,19.5
15.2,20.2
15.6,29.0
16.8,31.4
18.4,25.5
18.2,25.1
16.9,25.3
14.3,27.0
15.0,31.4
19.1,33.2
23.3,32.6
20.3,31.4
19.8,30.2
19.7,30.6
20.6,25.5
18.4,21.0
17.8,26.4
18.5,29.3
18.5,25.1
18.7,24.3
17.0,26.4
15.3,27.9
17.1,26.6
18.9,28.5
15.2,19.8
14.9,22.1
15.9,24.3
13.5,23.0
14.2,27.0
15.1,29.7
18.9,28.0
19.0,31.8
22.2,27.4
20.4,26.0
18.5,27.6
20.3,29.8
20.1,26.5
19.9,23.6
18.1,25.5
18.0,24.7
17.7,26.7
19.3,29.9
19.7,28.9
21.1,29.4
16.1,26.1
16.4,20.6
16.5,27.4
17.9,30.3
20.4,31.3
22.1,28.2
20.6,26.2
20.1,28.8
19.8,29.7
19.9,22.5
18.1,26.2
16.6,24.3
15.4,26.0
15.8,30.2
19.3,32.4
20.0,29.0
20.5,30.7
