min,max
18.0,30.2
18.2,33.1
14.9,28.5
11.5,14.7
12.2,17.2
12.8,27.4
16.8,27.1
15.3,19.2
14.2,16.9
14.1,22.1
14.3,24.4
13.5,23.5
13.0,25.4
14.1,29.2
16.2,31.3
18.9,33.6
17.5,27.0
16.5,29.8
17.1,32.0
17.1,31.1
16.5,33.0
20.4,29.6
17.5,23.3
17.2,23.7
18.3,31.9
17.4,25.0
16.3,22.8
15.8,19.3
16.9,31.7
18.6,33.3
17.7,23.7
15.8,18.7
15.2,16.7
15.9,18.3
17.5,26.8
19.3,28.7
19.2,28.1
19.8,33.6
19.6,28.5
19.3,32.9
19.7,32.0
20.0,29.1
19.0,27.3
17.6,21.3
15.4,18.1
16.7,23.7
18.6,26.8
17.6,29.0
17.9,27.6
19.9,25.1
19.1,24.7
16.1,19.1
15.5,24.7
17.7,27.1
16.7,20.34
13.7,18.3
15.1,22.8
16.8,29.0
18.3,23.3
17.9,26.9
16.3,23.9
13.6,22.4
14.5,25.2
15.0,29.4
20.2,27.3
19.6,27.7
16.4,21.0
13.4,24.8
13.7,23.9
15.4,26.2
14.9,26.9
15.5,30.2
16.6,31.7
19.1,30.2
20.4,23.5
20.7,26.8
17.6,22.1
18.6,30.7
21.0,30.7
20.8,29.3
21.8,27.1
17.1,23.1
15.8,18.4
16.2,20.4
16.9,25.1
18.1,26.2
17.7,25.1
16.6,26.7
17.2,20.4
17.5,23.8
