min,max
14.5,20.6
13.3,20.5
14.8,25.1
18.3,22.6
9.4,17.0
9.7,20.51
10.3,19.4
9.8,22.4
12.3,26.6
13.9,31.3
16.0,32.1
19.3,32.5
19.0,32.4
17.9,28.1
18.9,28.8
18.9,30.9
17.0,29.2
17.2,30.6
20.3,31.6
16.7,22.2
15.0,20.6
14.7,17.6
14.3,16.7
13.4,24.3
13.7,27.6
17.5,24.5
17.9,27.9
16.4,24.2
16.5,25.5
16.7,30.3
19.2,32.2
19.5,27.0
18.7,26.3
17.5,29.4
19.1,27.5
19.7,32.7
20.8,33.7
19.5,32.5
21.7,34.9
22.1,36.0
19.3,25.0
17.1,23.3
17.0,23.0
18.5,24.6
18.1,26.7
17.6,26.8
18.8,27.6
19.3,27.5
19.4,22.2
19.7,27.2
19.2,30.9
19.7,24.3
15.2,20.4
14.3,17.9
14.2,21.8
14.8,21.7
14.7,21.8
14.7,25.5
16.5,29.0
18.5,28.2
16.7,27.5
17.6,28.6
15.3,32.7
21.0,26.7
17.8,21.1
16.3,20.4
16.4,27.1
18.6,30.1
18.0,29.5
18.0,29.7
19.1,30.0
19.9,30.5
19.2,27.9
19.2,32.0
21.3,32.1
21.8,32.3
22.0,33.3
23.1,29.4
19.7,25.6
19.3,31.7
23.2,30.3
22.6,31.5
22.1,30.8
20.9,26.9
20.7,22.7
20.6,25.7
20.1,23.4
19.8,28.3
19.8,28.6
19.9,32.5
