Data,Hora,Temperatura,Orvalho,Max,Min,O_max,O_min,U_max,U_min,Umidade
20200320,0,25.9,18.0,26.0,25.8,18.2,18.0,63.0,61.0,62.0
20200320,100,25.0,18.0,25.9,25.0,18.0,17.7,65.0,61.0,65.0
20200320,200,24.1,18.5,25.0,24.1,18.5,18.0,71.0,65.0,71.0
20200320,300,22.9,16.3,24.1,22.9,18.5,16.3,72.0,66.0,66.0
20200320,400,22.5,16.2,22.9,22.4,16.3,15.9,68.0,65.0,68.0
20200320,500,21.7,17.2,22.5,21.7,17.2,16.2,75.0,68.0,75.0
20200320,600,20.7,17.8,21.7,20.6,17.8,17.1,84.0,75.0,84.0
20200320,700,20.5,17.6,20.7,20.4,17.9,17.5,84.0,83.0,84.0
20200320,800,20.5,17.1,20.7,20.4,17.7,17.1,84.0,80.0,81.0
20200320,900,20.8,17.3,21.0,20.4,17.4,17.1,82.0,79.0,80.0
20200320,1000,21.1,17.2,21.1,20.8,17.3,16.9,80.0,78.0,79.0
20200320,1100,21.4,17.6,21.6,21.1,17.6,17.1,79.0,77.0,79.0
20200320,1200,22.0,17.8,22.0,21.4,18.0,17.5,80.0,77.0,77.0
20200320,1300,22.8,17.9,23.3,21.9,18.4,17.7,77.0,72.0,74.0
20200320,1400,23.9,18.2,24.0,22.7,18.8,17.7,75.0,70.0,71.0
20200320,1500,24.7,18.5,24.8,23.8,18.8,18.0,71.0,68.0,69.0
20200320,1600,25.6,18.3,25.7,24.2,18.6,17.9,69.0,64.0,64.0
20200320,1700,26.4,17.7,27.3,25.5,18.6,16.6,65.0,55.0,59.0
20200320,1800,26.7,16.7,28.4,26.4,18.0,16.7,59.0,50.0,54.0
20200320,1900,24.8,18.3,27.1,24.8,18.3,16.2,67.0,52.0,67.0
20200320,2000,23.5,18.6,24.8,23.3,18.9,18.2,76.0,67.0,74.0
20200320,2100,23.1,17.8,23.6,23.1,18.4,17.7,74.0,71.0,72.0
20200320,2200,22.5,17.2,23.1,22.5,17.9,17.2,73.0,72.0,72.0
20200320,2300,21.8,16.8,22.5,21.8,17.2,16.7,74.0,71.0,73.0
20200321,0,20.7,17.6,21.9,20.7,17.6,16.9,83.0,73.0,83.0
20200321,100,20.8,16.3,20.9,20.7,17.6,16.3,83.0,76.0,76.0
20200321,200,20.7,16.6,20.8,20.7,16.7,16.3,78.0,76.0,77.0
20200321,300,20.7,16.7,20.8,20.6,16.8,16.5,78.0,77.0,78.0
20200321,400,20.2,16.4,20.7,20.2,16.8,16.4,80.0,78.0,79.0
20200321,500,19.4,16.6,20.3,19.4,16.8,16.3,84.0,79.0,84.0
20200321,600,18.9,16.6,19.4,18.9,16.9,16.6,87.0,84.0,87.0
20200321,700,19.0,16.4,19.0,18.8,16.7,16.2,87.0,85.0,85.0
20200321,800,19.2,16.8,19.3,19.0,16.8,16.4,86.0,85.0,86.0
20200321,900,19.6,17.0,19.6,19.2,17.0,16.8,86.0,85.0,85.0
20200321,1000,19.4,17.3,19.6,19.1,17.3,16.8,88.0,85.0,88.0
20200321,1100,19.1,16.9,19.6,18.9,17.3,16.7,88.0,85.0,87.0
20200321,1200,19.5,16.3,19.6,19.1,16.9,16.3,87.0,82.0,82.0
20200321,1300,19.4,16.6,19.5,18.7,16.9,16.3,88.0,82.0,84.0
20200321,1400,21.2,14.5,21.3,19.4,16.5,14.5,84.0,65.0,66.0
20200321,1500,21.6,14.3,22.0,21.2,15.2,14.0,68.0,62.0,64.0
20200321,1600,23.1,14.7,23.5,21.5,15.7,13.8,64.0,58.0,59.0
20200321,1700,22.1,15.0,23.2,21.8,15.2,14.3,66.0,59.0,64.0
20200321,1800,22.5,13.6,22.7,21.9,15.2,13.0,65.0,55.0,57.0
20200321,1900,21.9,14.1,22.6,21.7,15.0,13.5,66.0,57.0,61.0
20200321,2000,21.7,13.6,22.3,21.7,14.4,13.6,62.0,59.0,60.0
20200321,2100,21.1,13.9,21.7,21.1,13.9,13.4,64.0,60.0,64.0
20200321,2200,20.6,15.3,21.1,20.6,15.4,14.0,72.0,64.0,72.0
20200321,2300,19.7,14.5,20.6,19.7,15.3,14.3,72.0,69.0,72.0
20200322,0,19.2,14.8,19.7,19.2,14.8,14.3,75.0,72.0,75.0
20200322,100,19.2,15.0,19.3,19.1,15.0,14.8,77.0,75.0,77.0
20200322,200,19.1,15.1,19.3,19.0,15.3,15.0,78.0,77.0,78.0
20200322,300,18.7,15.1,19.1,18.6,15.1,15.0,80.0,78.0,80.0
20200322,400,18.6,15.2,18.8,18.5,15.2,15.0,80.0,80.0,80.0
20200322,500,18.1,15.1,18.6,18.1,15.2,15.0,82.0,80.0,82.0
20200322,600,18.0,15.0,18.1,17.9,15.2,15.0,83.0,82.0,82.0
20200322,700,18.2,14.6,18.3,17.9,15.0,14.6,83.0,80.0,80.0
20200322,800,17.8,14.3,18.2,17.8,14.6,14.3,81.0,79.0,80.0
20200322,900,17.6,14.4,17.9,17.5,14.5,14.2,82.0,79.0,81.0
20200322,1000,18.6,15.1,18.6,17.6,15.1,14.5,82.0,80.0,80.0
20200322,1100,19.9,14.7,20.3,18.6,15.3,14.3,80.0,70.0,72.0
20200322,1200,21.9,13.9,22.1,19.6,15.0,13.9,73.0,60.0,61.0
20200322,1300,23.5,13.4,23.6,21.4,14.9,12.5,63.0,51.0,53.0
20200322,1400,23.4,14.0,23.9,22.2,14.4,12.4,59.0,51.0,55.0
20200322,1500,25.1,12.6,25.2,23.0,14.5,12.3,55.0,46.0,46.0
20200322,1600,24.5,12.8,26.2,23.9,14.6,11.9,50.0,42.0,48.0
20200322,1700,24.8,13.0,26.6,23.9,14.3,12.2,51.0,43.0,48.0
20200322,1800,24.5,13.5,26.1,23.8,14.5,12.7,53.0,46.0,50.0
20200322,1900,22.6,13.5,24.7,22.5,14.5,13.2,58.0,49.0,57.0
20200322,2000,22.2,13.5,23.4,21.9,14.2,12.8,58.0,54.0,58.0
20200322,2100,20.0,13.5,22.2,20.0,13.6,12.1,66.0,57.0,66.0
20200322,2200,19.5,14.5,20.1,19.4,14.5,13.5,73.0,66.0,73.0
20200322,2300,19.5,14.6,19.5,19.3,14.9,14.1,75.0,71.0,74.0
20200323,0,17.9,15.3,19.5,17.9,15.3,14.4,85.0,73.0,85.0
20200323,100,18.5,14.6,18.5,17.8,15.7,14.6,86.0,78.0,78.0
20200323,200,18.3,14.5,18.5,18.3,14.6,14.2,78.0,77.0,78.0
20200323,300,18.4,14.0,18.4,18.3,14.6,14.0,79.0,76.0,76.0
20200323,400,18.3,13.2,18.4,18.2,13.8,13.2,76.0,72.0,72.0
20200323,500,17.7,13.4,18.3,17.7,13.4,13.2,76.0,72.0,76.0
20200323,600,17.5,14.0,17.7,17.4,14.0,13.5,80.0,76.0,80.0
20200323,700,17.6,13.8,17.6,17.5,14.0,13.8,80.0,79.0,79.0
20200323,800,17.2,13.5,17.7,17.2,13.9,13.5,79.0,77.0,79.0
20200323,900,16.9,13.0,17.2,16.9,13.6,13.0,80.0,78.0,78.0
20200323,1000,18.1,12.8,18.1,16.8,13.1,12.7,78.0,71.0,71.0
20200323,1100,19.4,12.5,19.4,18.1,13.1,12.4,71.0,64.0,64.0
20200323,1200,21.4,11.6,21.4,19.4,12.9,11.2,65.0,54.0,54.0
20200323,1300,23.2,11.5,23.3,21.2,12.3,10.8,54.0,48.0,48.0
20200323,1400,23.8,9.3,24.3,22.6,11.5,9.0,48.0,38.0,40.0
20200323,1500,25.0,10.0,25.4,23.6,10.8,8.3,44.0,34.0,39.0
20200323,1600,25.6,9.2,26.1,24.7,10.7,8.5,40.0,35.0,36.0
20200323,1700,25.5,10.8,26.3,24.5,12.1,7.4,43.0,32.0,40.0
20200323,1800,24.7,11.3,25.9,24.4,12.1,10.7,45.0,39.0,43.0
20200323,1900,23.7,12.5,25.3,23.3,12.6,11.3,50.0,42.0,50.0
20200323,2000,21.3,12.9,23.8,21.2,13.2,12.2,59.0,49.0,58.0
20200323,2100,19.7,12.1,21.6,19.7,12.8,11.6,62.0,56.0,62.0
20200323,2200,19.0,13.1,19.8,19.0,13.1,12.0,68.0,61.0,68.0
20200323,2300,18.9,13.1,19.1,18.9,13.4,12.8,70.0,67.0,69.0
20200324,0,18.5,13.6,19.0,18.5,13.7,12.9,73.0,68.0,73.0
20200324,100,18.1,13.2,18.5,18.1,13.7,13.2,74.0,72.0,73.0
20200324,200,17.7,12.8,18.2,17.7,13.3,12.6,73.0,71.0,73.0
20200324,300,17.7,13.3,17.7,17.4,13.3,12.8,76.0,73.0,75.0
20200324,400,17.4,13.1,17.7,17.4,13.3,13.1,76.0,75.0,76.0
20200324,500,16.9,13.0,17.4,16.9,13.2,12.9,78.0,76.0,78.0
20200324,600,17.0,12.9,17.1,16.9,13.0,12.8,78.0,76.0,77.0
20200324,700,16.7,13.0,17.0,16.6,13.0,12.8,79.0,77.0,79.0
20200324,800,16.4,13.0,16.8,16.3,13.0,12.9,81.0,78.0,81.0
20200324,900,16.3,13.0,16.4,16.2,13.1,12.9,81.0,80.0,81.0
20200324,1000,17.8,13.9,17.8,16.2,13.9,13.0,82.0,78.0,78.0
20200324,1100,19.2,13.2,19.3,17.8,14.0,12.9,78.0,68.0,68.0
20200324,1200,20.6,12.6,21.1,18.9,13.5,12.5,69.0,59.0,60.0
20200324,1300,21.1,12.2,22.4,20.5,13.7,12.2,62.0,55.0,57.0
20200324,1400,22.4,12.2,22.7,21.1,13.6,12.0,58.0,53.0,53.0
20200324,1500,24.5,12.1,24.5,22.2,13.3,11.0,55.0,45.0,46.0
20200324,1600,24.9,13.3,25.4,23.4,13.3,10.0,52.0,41.0,49.0
20200324,1700,25.5,13.1,25.6,23.2,13.6,12.0,52.0,44.0,46.0
20200324,1800,24.0,12.8,25.5,23.3,12.9,11.9,51.0,45.0,50.0
20200324,1900,23.8,12.9,24.3,22.7,13.2,11.8,52.0,47.0,50.0
20200324,2000,22.7,12.4,24.0,22.6,13.1,12.1,53.0,49.0,52.0
20200324,2100,20.3,12.9,22.7,20.3,13.4,12.6,64.0,52.0,63.0
20200324,2200,19.1,14.0,20.3,19.1,14.1,12.8,72.0,63.0,72.0
20200324,2300,19.1,14.2,19.1,18.8,14.3,13.9,74.0,72.0,73.0
20200325,0,18.8,13.6,19.2,18.8,14.2,13.6,74.0,72.0,72.0
20200325,100,18.3,13.5,18.8,18.3,13.6,13.3,74.0,71.0,74.0
20200325,200,17.7,13.3,18.3,17.7,13.6,13.3,76.0,74.0,76.0
20200325,300,17.6,13.3,17.8,17.6,13.5,13.3,76.0,75.0,76.0
20200325,400,17.2,13.5,17.6,17.1,13.5,13.3,79.0,76.0,79.0
20200325,500,16.9,13.3,17.3,16.9,13.5,13.2,79.0,78.0,79.0
20200325,600,16.8,13.1,17.0,16.7,13.3,13.0,79.0,78.0,79.0
20200325,700,17.0,13.0,17.1,16.8,13.2,12.9,79.0,77.0,77.0
20200325,800,16.2,12.9,17.0,16.2,13.0,12.8,80.0,77.0,80.0
20200325,900,16.1,12.9,16.3,16.1,13.0,12.8,81.0,80.0,81.0
20200325,1000,17.1,13.3,17.1,16.1,13.3,12.9,82.0,79.0,79.0
20200325,1100,18.5,12.9,19.0,17.1,13.3,12.7,79.0,68.0,70.0
20200325,1200,19.2,12.8,20.0,18.5,14.0,12.5,71.0,65.0,66.0
20200325,1300,20.9,13.1,21.6,19.2,13.8,12.4,68.0,59.0,61.0
20200325,1400,22.9,11.7,23.7,20.8,14.3,11.7,62.0,49.0,49.0
