min,max
18.2,25.8
19.6,28.3
20.3,29.0
20.5,26.5
21.3,25.4
20.0,26.8
18.4,22.4
17.1,21.7
16.6,20.4
16.4,24.3
18.8,23.8
18.6,28.1
19.7,29.6
20.1,28.4
22.2,28.8
19.8,28.5
19.5,28.3
19.5,33.2
19.5,32.3
19.1,31.5
19.8,30.9
19.7,32.5
21.7,32.7
22.3,31.5
21.8,31.5
21.4,30.9
21.6,30.4
19.7,25.0
19.3,22.7
18.3,23.1
19.4,23.3
20.3,26.5
20.2,25.1
19.9,26.7
21.1,27.4
21.1,29.1
21.6,27.2
19.9,22.5
19.1,25.7
17.0,24.9
16.6,26.8
18.4,25.0
19.3,27.0
19.5,30.3
19.1,31.7
21.2,28.6
19.0,28.7
19.1,27.6
18.4,25.5
17.1,27.8
19.8,30.3
19.3,31.1
20.5,31.5
19.9,31.3
19.3,30.3
20.8,32.1
19.2,31.4
20.1,31.0
20.6,32.3
20.4,31.3
20.0,31.1
21.5,32.5
20.2,31.3
20.3,30.5
20.7,31.3
20.1,32.3
21.8,31.2
21.4,30.8
20.7,31.6
20.4,27.0
19.7,28.2
20.5,27.4
20.3,25.9
20.6,27.6
20.0,29.0
20.2,30.2
22.6,31.2
21.7,30.3
16.3,22.2
15.9,21.8
15.1,25.8
17.5,28.9
18.5,28.7
20.4,29.0
20.0,26.5
19.3,24.9
20.1,26.9
19.3,25.6
18.5,27.0
