min,max
17.9,22.8
16.7,23.7
15.6,29.3
17.1,29.2
17.5,29.6
18.5,27.7
18.9,29.6
19.4,26.5
19.0,25.7
18.6,20.5
18.1,23.3
18.1,27.9
19.0,27.3
21.3,25.5
18.5,25.3
19.1,24.8
18.9,25.8
18.4,25.2
18.0,26.1
18.9,25.0
18.6,27.7
18.1,27.2
18.6,28.9
19.7,27.5
21.2,29.4
17.7,23.7
15.6,17.1
14.8,22.4
15.5,24.6
14.8,26.6
15.6,27.7
18.5,30.1
18.8,30.1
21.0,31.6
20.9,32.3
21.4,32.0
21.9,31.2
21.8,33.6
21.9,32.3
23.4,31.4
21.3,30.3
19.6,27.0
19.4,25.0
19.4,25.0
19.8,28.4
19.9,30.2
19.3,29.4
19.4,29.2
19.5,30.0
20.3,30.6
21.5,30.7
21.0,25.8
20.5,27.6
20.7,27.5
20.5,28.2
21.1,29.4
20.6,30.1
20.1,30.7
20.7,32.4
21.5,32.4
22.1,33.2
21.7,31.6
20.4,26.8
19.6,28.3
20.1,29.4
19.5,29.6
18.0,23.4
20.51,28.3
17.9,30.4
18.2,29.0
18.2,27.3
18.6,28.7
18.8,29.2
19.0,29.4
21.0,28.8
17.8,23.7
17.8,23.4
15.9,25.5
15.8,26.8
20.7,31.5
21.7,24.4
20.6,25.1
20.2,32.4
20.2,32.5
24.3,30.4
21.1,28.3
20.8,29.4
20.6,29.6
20.0,26.7
19.6,28.8
