min,max
23.4,31.3
21.6,31.1
25.0,34.9
21.0,30.3
20.5,29.0
19.6,30.2
19.6,32.1
20.8,31.4
19.6,31.8
21.1,32.5
21.1,32.6
19.1,30.9
18.5,29.8
19.5,31.1
19.0,31.1
19.5,27.1
18.2,28.4
18.6,29.0
18.4,28.9
18.7,31.4
20.7,31.9
22.0,31.7
21.9,31.3
18.8,31.6
19.6,32.3
21.7,31.4
22.0,32.8
21.6,32.5
22.2,33.7
21.7,32.8
22.1,34.0
21.7,35.0
23.9,33.7
23.8,34.0
25.4,34.2
23.6,35.0
22.7,34.1
23.6,35.2
24.7,35.2
22.5,35.0
22.5,34.8
22.3,32.6
22.1,32.3
22.9,33.3
19.6,31.2
18.9,22.9
19.5,24.0
19.4,24.4
18.7,24.8
17.2,27.2
18.6,30.5
19.9,31.2
21.1,31.0
21.3,29.9
21.8,26.9
20.0,29.0
18.7,33.1
22.6,32.6
19.5,27.5
18.4,27.5
19.8,27.1
19.4,27.0
20.0,29.0
20.6,24.0
19.9,28.8
18.3,28.3
18.0,24.8
18.1,29.3
19.0,30.8
21.4,30.2
20.0,27.5
20.0,29.1
20.8,31.8
21.7,32.1
19.3,32.8
21.4,30.7
21.7,30.8
21.2,30.6
23.4,30.1
21.4,28.8
17.5,21.5
16.9,21.1
18.5,29.9
20.0,31.8
21.2,34.1
23.9,33.1
20.0,32.7
20.9,30.8
22.2,31.2
