min,max
21.7,30.4
20.6,26.1
19.6,29.8
20.4,29.5
20.4,28.8
19.3,26.9
18.4,25.9
17.4,27.5
18.2,29.1
18.0,31.2
20.2,29.8
20.6,26.2
19.3,24.2
18.5,26.8
19.1,28.1
18.2,30.1
20.2,27.4
19.9,27.0
19.9,26.7
16.7,21.4
16.4,20.0
15.5,20.8
15.1,21.5
16.5,25.0
17.7,22.6
17.2,23.3
17.2,21.9
17.1,20.9
17.1,18.3
16.6,22.9
18.5,26.4
18.4,29.9
20.0,30.7
20.8,27.8
17.6,20.9
17.6,24.7
18.2,24.4
17.9,25.3
19.4,27.7
18.6,30.6
20.7,29.3
20.3,29.7
21.1,31.8
19.4,27.4
20.4,30.1
21.0,27.7
20.0,28.3
17.5,29.6
18.0,28.1
18.4,28.4
17.9,27.3
19.0,27.2
19.3,28.3
21.0,27.4
19.3,23.5
18.3,26.2
18.2,25.8
18.9,25.8
17.6,26.4
17.4,24.6
20.3,27.3
20.4,29.2
21.1,28.8
21.2,29.3
21.2,29.4
19.9,30.6
20.2,31.7
20.4,29.7
17.6,28.9
19.8,30.5
20.1,25.3
20.9,26.6
18.6,22.2
16.9,20.5
16.5,18.3
16.3,21.0
16.3,18.3
15.9,27.5
18.2,27.5
17.7,26.9
17.4,27.1
18.2,27.5
19.6,30.8
19.0,25.9
16.9,22.0
16.3,20.7
17.5,27.6
18.3,32.4
19.2,28.2
19.8,29.1
