min,max
22.0,30.8
18.2,26.3
18.1,20.8
18.8,26.9
20.4,31.9
21.7,30.6
20.4,31.4
21.3,30.5
21.2,27.2
17.8,23.2
16.7,21.2
16.3,19.0
17.5,23.3
17.7,24.6
18.1,24.1
18.8,25.1
18.8,26.3
19.4,29.5
19.6,27.9
18.7,23.8
17.3,21.1
16.4,24.4
18.6,26.8
19.3,30.2
20.9,29.1
19.6,23.2
18.6,22.4
18.0,21.9
18.0,22.2
19.4,25.5
19.8,27.7
20.9,27.6
19.9,29.9
21.1,26.3
17.9,26.2
17.3,23.6
18.3,25.3
18.0,21.2
18.8,26.5
17.8,24.9
18.6,28.6
18.7,30.3
20.5,31.5
21.7,30.0
19.4,33.0
17.6,31.2
20.5,31.9
20.5,28.8
20.8,33.9
21.0,30.7
17.7,31.6
20.5,31.1
20.1,29.4
19.8,24.7
20.1,31.2
20.8,30.2
19.9,28.3
19.8,27.3
19.2,27.4
19.1,26.6
19.0,28.2
19.4,30.3
20.7,30.7
21.8,30.9
20.6,30.1
20.8,29.2
20.8,31.5
19.8,31.7
20.0,28.7
20.6,26.9
20.9,29.6
20.4,27.2
19.1,22.4
18.9,28.1
20.9,26.3
18.1,21.8
15.2,17.6
15.6,19.3
18.6,25.2
19.0,27.7
19.5,26.1
19.4,27.0
20.5,29.4
20.2,33.1
20.7,33.9
22.2,31.1
20.8,31.0
22.1,29.6
23.1,29.4
