min,max
21.1,30.2
21.1,26.7
20.0,23.9
18.5,26.3
18.3,29.2
18.6,32.0
19.3,31.5
21.7,32.1
21.4,29.8
20.8,27.9
20.9,23.3
21.7,24.8
22.0,29.7
21.3,25.8
19.5,22.1
18.4,25.8
16.0,27.0
17.7,22.7
17.8,22.3
18.0,22.6
17.2,25.6
16.5,23.9
18.1,27.1
18.9,27.7
19.1,32.0
21.1,32.9
19.6,30.0
20.7,28.6
21.2,28.0
20.9,30.0
21.6,32.8
22.7,32.7
22.5,31.5
21.0,30.8
21.5,28.6
21.5,33.0
20.4,29.4
20.8,30.1
20.34,31.7
20.34,20.34
20.34,20.34
20.34,27.4
18.6,28.2
19.0,29.9
20.4,32.6
20.9,31.1
20.3,28.1
21.6,30.2
21.4,31.5
21.1,31.1
20.0,30.4
20.7,25.3
20.1,24.0
20.9,25.9
20.7,28.6
20.8,30.5
20.9,30.0
22.4,25.0
20.8,27.5
19.0,21.2
16.7,20.0
18.4,23.5
19.3,24.5
19.2,27.3
19.7,28.4
20.6,30.7
19.9,30.7
20.2,29.6
20.8,30.8
20.9,24.6
19.1,25.8
20.3,27.0
18.7,23.7
19.2,27.3
19.7,28.3
19.9,25.4
19.6,28.1
19.3,28.6
18.9,31.2
17.9,29.0
20.0,29.4
20.2,32.7
19.9,32.4
21.2,30.9
20.9,33.3
24.4,32.8
22.9,32.2
22.4,32.9
22.2,31.0
22.9,30.4
