min,max
19.0,29.0
19.3,30.7
20.9,30.2
20.9,28.4
19.5,28.4
20.4,30.8
19.9,29.1
19.4,27.9
18.8,25.6
18.2,26.5
16.3,27.7
18.8,24.9
17.2,24.5
16.3,23.1
18.6,28.4
20.6,29.4
20.5,27.7
21.2,31.8
22.3,31.0
22.1,31.1
23.8,32.8
22.6,34.1
21.6,31.1
19.3,31.9
20.4,31.9
19.8,29.3
20.5,25.9
19.6,27.3
20.3,25.6
20.8,25.6
20.6,26.7
19.0,26.2
21.1,27.5
20.3,27.1
20.4,27.8
20.0,30.1
20.6,32.4
21.0,31.0
22.0,31.2
20.5,32.6
18.7,31.0
20.5,31.4
22.4,31.8
20.4,30.3
20.2,28.3
19.5,32.3
21.5,32.3
23.2,32.8
22.1,32.4
18.7,32.2
22.9,32.6
22.9,30.9
22.2,30.7
21.3,31.3
21.5,31.2
21.6,32.3
21.7,32.5
20.8,32.6
20.3,32.0
21.2,33.2
21.9,33.6
21.1,32.8
20.8,31.1
21.1,31.7
19.9,30.6
19.8,31.2
20.0,31.5
20.0,32.9
20.8,29.5
20.2,30.4
19.7,30.8
20.5,29.0
21.6,28.2
20.8,28.8
19.7,23.1
19.5,27.4
19.0,30.2
18.4,25.0
