min,max
19.1,23.5
19.7,29.7
21.4,30.1
21.0,31.4
20.5,31.4
20.0,29.0
21.1,27.1
21.1,27.9
20.3,30.5
22.2,31.3
19.0,30.3
20.1,31.2
20.13,30.6
21.9,26.5
20.1,22.7
19.0,27.7
20.1,28.3
20.2,29.5
20.5,30.0
20.3,30.5
20.13,20.13
20.13,20.13
20.13,20.13
20.13,20.13
20.13,20.13
20.13,20.13
17.9,28.8
20.0,26.8
19.6,23.9
20.5,25.1
20.6,31.1
19.1,33.2
19.1,33.3
19.8,32.0
20.6,31.7
20.6,33.3
21.6,32.5
20.9,31.7
22.9,31.0
23.2,30.4
21.2,26.9
19.2,29.4
21.1,31.2
21.8,32.2
21.7,33.0
22.9,32.3
23.0,31.2
19.4,29.4
20.1,25.3
20.8,25.8
20.4,29.6
20.6,31.3
22.2,31.7
22.3,32.3
23.0,30.7
18.8,23.3
17.8,22.7
18.0,25.6
18.1,21.4
16.2,19.0
16.5,20.6
16.9,22.5
19.3,23.8
19.0,24.6
16.3,20.9
17.1,27.9
17.1,28.0
18.9,29.3
20.2,30.6
21.9,30.9
23.5,31.5
22.2,31.6
19.5,29.9
20.1,26.5
20.6,27.0
18.6,23.8
18.0,27.2
20.1,29.2
21.1,30.9
21.2,27.8
18.4,26.1
19.5,27.4
19.3,29.8
20.5,28.8
19.6,24.3
17.1,26.2
16.0,27.4
18.7,23.7
17.1,24.6
