min,max
20.7,30.9
20.9,31.1
20.9,32.8
21.5,28.3
20.3,24.6
20.2,28.9
20.6,32.6
21.5,32.8
22.0,34.0
22.5,31.2
20.9,31.8
21.7,29.7
21.2,30.4
21.7,32.2
22.6,31.2
20.5,30.9
21.2,32.8
22.6,32.2
22.0,32.4
21.8,31.2
22.6,32.8
20.7,31.5
22.0,32.0
19.4,28.9
17.9,26.4
16.7,28.5
19.4,30.1
21.1,33.1
22.7,32.9
18.0,34.4
20.2,33.6
21.9,34.9
22.3,35.6
23.1,30.1
17.5,23.1
17.0,24.7
16.9,19.1
17.0,26.3
17.9,29.9
18.3,31.8
19.0,31.9
22.0,32.3
21.7,27.8
18.7,21.8
18.2,23.5
18.0,22.9
19.0,24.6
19.3,24.9
19.7,29.6
21.7,29.4
20.4,29.1
19.6,29.4
20.4,28.6
19.5,31.2
23.0,32.3
21.3,30.5
19.3,27.3
19.7,26.7
19.9,22.0
19.2,23.0
18.8,26.8
19.2,28.3
19.4,28.7
20.1,30.2
19.8,30.9
20.0,28.0
20.7,29.5
19.2,32.5
21.1,28.4
18.5,23.8
19.6,29.8
21.2,28.5
20.8,28.1
20.1,27.8
20.8,28.2
21.2,27.4
20.9,29.9
21.8,30.1
21.2,28.5
20.9,27.2
18.5,27.2
18.8,26.8
19.1,31.2
18.8,29.0
19.6,27.9
20.8,29.5
20.2,30.4
19.0,30.4
19.7,31.0
