min,max
18.5,25.4
19.5,30.9
20.3,29.8
19.5,23.8
19.1,28.4
19.5,29.2
19.9,32.9
21.6,33.6
20.9,33.2
22.4,33.1
20.6,30.8
20.7,28.4
19.2,23.3
18.4,31.2
22.6,31.4
23.9,32.2
22.8,32.5
22.6,33.0
21.0,30.7
20.5,26.8
20.0,27.2
18.9,25.6
17.0,19.9
16.0,24.3
16.0,21.3
16.5,23.9
17.7,27.4
17.5,25.2
16.8,28.5
19.4,31.8
17.9,29.2
17.9,27.5
18.5,24.6
18.9,26.5
19.4,29.1
17.7,30.9
19.9,30.5
19.7,31.2
20.1,31.4
20.4,32.7
21.3,31.9
20.5,33.3
22.4,31.5
23.0,33.4
20.2,25.2
19.2,23.0
18.4,26.1
18.5,28.0
18.0,27.7
18.4,28.1
20.0,27.4
19.9,28.0
19.8,30.7
21.2,31.7
22.4,28.5
21.2,30.5
21.6,28.4
21.7,31.6
22.4,30.9
22.8,32.3
22.3,30.1
20.0,28.4
19.7,32.4
20.1,31.9
19.9,30.8
20.4,28.9
21.0,29.0
21.9,29.8
21.4,30.5
22.5,27.4
19.3,28.0
18.2,28.5
20.7,32.4
21.3,33.0
22.3,33.7
23.4,33.6
25.5,33.9
22.1,30.7
20.4,31.7
19.3,28.5
20.5,29.0
19.6,24.9
18.2,28.3
20.1,31.1
19.4,23.9
18.8,25.2
20.5,28.8
19.5,28.5
19.0,27.4
18.5,28.4
